"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR28323378","SRR14766402","SRR14272156","SRR2994392","SRR10037224","SRR15146530","SRR28323368","SRR5883578","SRR15096242","SRR14766400","SRR14766442","SRR10257879","NDSU18","SRR28412156","SRR3000892"
"sdhA","","Succinate dehydrogenase flavoprotein subunit",581,581,1,1,282,NA,NA,"",1766,1766,1766,"KHLHGNPO_03573","IEMKGCAE_03085","HKKILDPC_04100","FBFFAOJI_04345","EDINNCHB_04154","MNLBAKIA_03894","FCMCIBEK_04019","DGJMLPEB_04520","PKPKCGOC_03930","NBOJOKHD_04241","GBDLBGEF_03333","OBCHFKCE_04294","IELCNDCB_00033","HIAOCFAH_03872","FDCFMIMA_04502"
"fliK","","Flagellar hook-length control protein",581,581,1,1,4621,NA,NA,"",1217,1217,1217,"KHLHGNPO_02838","IEMKGCAE_03822","HKKILDPC_01056","FBFFAOJI_04077","EDINNCHB_00388","MNLBAKIA_01057","FCMCIBEK_01469","DGJMLPEB_03601","PKPKCGOC_01517","NBOJOKHD_02779","GBDLBGEF_03381","OBCHFKCE_01621","IELCNDCB_03422","HIAOCFAH_01797","FDCFMIMA_01805"
"chuR_1","","Anaerobic sulfatase-maturating enzyme",581,581,1,1,5369,NA,NA,"",1196,1196,1196,"KHLHGNPO_03385","IEMKGCAE_01905","HKKILDPC_03291","FBFFAOJI_03407","EDINNCHB_01125","MNLBAKIA_03242","FCMCIBEK_00592","DGJMLPEB_02306","PKPKCGOC_00592","NBOJOKHD_03909","GBDLBGEF_00259","OBCHFKCE_01339","IELCNDCB_02686","HIAOCFAH_00153","FDCFMIMA_02745"
"fliS","","Flagellar secretion chaperone FliS",581,581,1,1,4634,NA,NA,"",407,407,407,"KHLHGNPO_02851","IEMKGCAE_03809","HKKILDPC_01069","FBFFAOJI_04064","EDINNCHB_00401","MNLBAKIA_01070","FCMCIBEK_01456","DGJMLPEB_03588","PKPKCGOC_01504","NBOJOKHD_02792","GBDLBGEF_03394","OBCHFKCE_01608","IELCNDCB_03409","HIAOCFAH_01810","FDCFMIMA_01818"
"mdtD_1","","Putative multidrug resistance protein MdtD",581,581,1,1,5850,NA,NA,"",878,878,878,"KHLHGNPO_02585","IEMKGCAE_02751","HKKILDPC_03635","FBFFAOJI_02523","EDINNCHB_03600","MNLBAKIA_03501","FCMCIBEK_03550","DGJMLPEB_03146","PKPKCGOC_03597","NBOJOKHD_02520","GBDLBGEF_00601","OBCHFKCE_01972","IELCNDCB_03218","HIAOCFAH_03525","FDCFMIMA_03037"
"pdeC","","putative cyclic di-GMP phosphodiesterase PdeC",581,581,1,1,2070,NA,NA,"",1601,1601,1601,"KHLHGNPO_00063","IEMKGCAE_02265","HKKILDPC_01216","FBFFAOJI_02778","EDINNCHB_02330","MNLBAKIA_01217","FCMCIBEK_01919","DGJMLPEB_00629","PKPKCGOC_02287","NBOJOKHD_01051","GBDLBGEF_03104","OBCHFKCE_03735","IELCNDCB_01126","HIAOCFAH_02278","FDCFMIMA_03305"
"group_536","","hypothetical protein",581,581,1,1,1684,NA,NA,"",1439,1553,1552,"KHLHGNPO_01131","IEMKGCAE_00962","HKKILDPC_01719","FBFFAOJI_00699","EDINNCHB_02513","MNLBAKIA_02295","FCMCIBEK_02376","DGJMLPEB_01303","PKPKCGOC_02641","NBOJOKHD_01921","GBDLBGEF_00172","OBCHFKCE_00197","IELCNDCB_01798","HIAOCFAH_02415","FDCFMIMA_00790"
"group_5360","","hypothetical protein",581,581,1,1,3025,NA,NA,"",605,605,605,"KHLHGNPO_01582","IEMKGCAE_00019","HKKILDPC_00650","FBFFAOJI_01150","EDINNCHB_01930","MNLBAKIA_00019","FCMCIBEK_04457","DGJMLPEB_00548","PKPKCGOC_00770","NBOJOKHD_00650","GBDLBGEF_04193","OBCHFKCE_00905","IELCNDCB_03079","HIAOCFAH_00760","FDCFMIMA_00650"
"group_5361","","hypothetical protein",581,581,1,1,1722,NA,NA,"",368,368,368,"KHLHGNPO_01094","IEMKGCAE_00925","HKKILDPC_01756","FBFFAOJI_00662","EDINNCHB_02550","MNLBAKIA_02258","FCMCIBEK_02413","DGJMLPEB_01266","PKPKCGOC_02604","NBOJOKHD_01958","GBDLBGEF_00135","OBCHFKCE_00160","IELCNDCB_01761","HIAOCFAH_02452","FDCFMIMA_00827"
"hemN","","Oxygen-independent coproporphyrinogen III oxidase",581,581,1,1,2217,NA,NA,"",1373,1373,1373,"KHLHGNPO_03741","IEMKGCAE_04322","HKKILDPC_04265","FBFFAOJI_03695","EDINNCHB_04317","MNLBAKIA_04190","FCMCIBEK_04062","DGJMLPEB_03225","PKPKCGOC_04226","NBOJOKHD_03261","GBDLBGEF_03305","OBCHFKCE_03897","IELCNDCB_03841","HIAOCFAH_04040","FDCFMIMA_03892"
"group_5363","","putative protein",581,581,1,1,1528,NA,NA,"",590,590,590,"KHLHGNPO_04583","IEMKGCAE_04499","HKKILDPC_04531","FBFFAOJI_04496","EDINNCHB_04611","MNLBAKIA_04518","FCMCIBEK_04585","DGJMLPEB_04484","PKPKCGOC_04568","NBOJOKHD_04538","GBDLBGEF_03927","OBCHFKCE_04534","IELCNDCB_04656","HIAOCFAH_04526","FDCFMIMA_04640"
"rcsF","","Outer membrane lipoprotein RcsF",581,581,1,1,2344,NA,NA,"",404,404,404,"KHLHGNPO_02940","IEMKGCAE_04268","HKKILDPC_03932","FBFFAOJI_02962","EDINNCHB_03985","MNLBAKIA_03669","FCMCIBEK_03851","DGJMLPEB_04330","PKPKCGOC_03893","NBOJOKHD_02881","GBDLBGEF_02628","OBCHFKCE_03683","IELCNDCB_03565","HIAOCFAH_03835","FDCFMIMA_03489"
"ygaP","","Inner membrane protein YgaP",581,581,1,1,3129,NA,NA,"",527,527,527,"KHLHGNPO_01670","IEMKGCAE_00107","HKKILDPC_00562","FBFFAOJI_01238","EDINNCHB_01842","MNLBAKIA_00107","FCMCIBEK_01306","DGJMLPEB_00460","PKPKCGOC_00858","NBOJOKHD_00562","GBDLBGEF_02089","OBCHFKCE_00993","IELCNDCB_02991","HIAOCFAH_00848","FDCFMIMA_00562"
"ybjI","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI",581,581,1,1,4305,NA,NA,"",815,815,815,"KHLHGNPO_03237","IEMKGCAE_02949","HKKILDPC_00772","FBFFAOJI_02383","EDINNCHB_00104","MNLBAKIA_00773","FCMCIBEK_01753","DGJMLPEB_01886","PKPKCGOC_01802","NBOJOKHD_03105","GBDLBGEF_04047","OBCHFKCE_02168","IELCNDCB_03953","HIAOCFAH_01513","FDCFMIMA_01521"
"cbiC","","Cobalt-precorrin-8 methylmutase",581,581,1,1,5693,NA,NA,"",632,632,632,"KHLHGNPO_02687","IEMKGCAE_02649","HKKILDPC_03533","FBFFAOJI_02625","EDINNCHB_03702","MNLBAKIA_03603","FCMCIBEK_03448","DGJMLPEB_03818","PKPKCGOC_03495","NBOJOKHD_02622","GBDLBGEF_03678","OBCHFKCE_03639","IELCNDCB_03116","HIAOCFAH_03627","FDCFMIMA_03139"
"ybjO","","Inner membrane protein YbjO",581,581,1,1,4320,NA,NA,"",401,401,401,"KHLHGNPO_03251","IEMKGCAE_02935","HKKILDPC_00786","FBFFAOJI_02369","EDINNCHB_00118","MNLBAKIA_00787","FCMCIBEK_01739","DGJMLPEB_01900","PKPKCGOC_01788","NBOJOKHD_03119","GBDLBGEF_04061","OBCHFKCE_02154","IELCNDCB_03939","HIAOCFAH_01527","FDCFMIMA_01535"
"nikR","","Nickel-responsive regulator",581,581,1,1,1747,NA,NA,"",437,437,437,"KHLHGNPO_01069","IEMKGCAE_00900","HKKILDPC_01781","FBFFAOJI_00637","EDINNCHB_02575","MNLBAKIA_02233","FCMCIBEK_02438","DGJMLPEB_01241","PKPKCGOC_02579","NBOJOKHD_01983","GBDLBGEF_00110","OBCHFKCE_00135","IELCNDCB_01736","HIAOCFAH_02477","FDCFMIMA_00852"
"tcdA","","tRNA threonylcarbamoyladenosine dehydratase",581,581,1,1,2918,NA,NA,"",806,806,806,"KHLHGNPO_01867","IEMKGCAE_00306","HKKILDPC_00365","FBFFAOJI_01435","EDINNCHB_01645","MNLBAKIA_00305","FCMCIBEK_01109","DGJMLPEB_00263","PKPKCGOC_01055","NBOJOKHD_00364","GBDLBGEF_01632","OBCHFKCE_01190","IELCNDCB_01901","HIAOCFAH_01045","FDCFMIMA_00365"
"phsB","","Thiosulfate reductase electron transfer subunit PhsB",581,581,1,1,5729,NA,NA,"",578,578,578,"KHLHGNPO_02655","IEMKGCAE_02681","HKKILDPC_03565","FBFFAOJI_02593","EDINNCHB_03670","MNLBAKIA_03571","FCMCIBEK_03480","DGJMLPEB_03850","PKPKCGOC_03527","NBOJOKHD_02590","GBDLBGEF_04227","OBCHFKCE_03607","IELCNDCB_03148","HIAOCFAH_03595","FDCFMIMA_03107"
"amiD","","N-acetylmuramoyl-L-alanine amidase AmiD",581,581,1,1,4333,NA,NA,"",830,830,830,"KHLHGNPO_03263","IEMKGCAE_02923","HKKILDPC_00798","FBFFAOJI_02357","EDINNCHB_00130","MNLBAKIA_00799","FCMCIBEK_01727","DGJMLPEB_01912","PKPKCGOC_01776","NBOJOKHD_03131","GBDLBGEF_02808","OBCHFKCE_02142","IELCNDCB_03927","HIAOCFAH_01539","FDCFMIMA_01547"
"yheS","","putative ABC transporter ATP-binding protein YheS",581,581,1,1,1619,NA,NA,"",1907,1907,1907,"KHLHGNPO_01192","IEMKGCAE_01023","HKKILDPC_01658","FBFFAOJI_00760","EDINNCHB_02452","MNLBAKIA_02356","FCMCIBEK_02315","DGJMLPEB_01364","PKPKCGOC_02702","NBOJOKHD_01860","GBDLBGEF_04000","OBCHFKCE_00258","IELCNDCB_01859","HIAOCFAH_02354","FDCFMIMA_00729"
"sdhC","","Succinate dehydrogenase cytochrome b556 subunit",581,581,1,1,284,NA,NA,"",404,404,404,"KHLHGNPO_03575","IEMKGCAE_03087","HKKILDPC_04098","FBFFAOJI_04343","EDINNCHB_04152","MNLBAKIA_03896","FCMCIBEK_04017","DGJMLPEB_04522","PKPKCGOC_03932","NBOJOKHD_04239","GBDLBGEF_03331","OBCHFKCE_04296","IELCNDCB_00035","HIAOCFAH_03874","FDCFMIMA_04500"
"group_5375","","hypothetical protein",581,581,1,1,6017,NA,NA,"",698,698,698,"KHLHGNPO_00165","IEMKGCAE_02162","HKKILDPC_01319","FBFFAOJI_02881","EDINNCHB_02227","MNLBAKIA_01320","FCMCIBEK_02022","DGJMLPEB_00732","PKPKCGOC_02184","NBOJOKHD_00948","GBDLBGEF_03629","OBCHFKCE_02563","IELCNDCB_01228","HIAOCFAH_02174","FDCFMIMA_03408"
"rsmJ","","Ribosomal RNA small subunit methyltransferase J",581,581,1,1,1758,NA,NA,"",758,758,758,"KHLHGNPO_01059","IEMKGCAE_00890","HKKILDPC_01791","FBFFAOJI_00627","EDINNCHB_02585","MNLBAKIA_02223","FCMCIBEK_02448","DGJMLPEB_01231","PKPKCGOC_02569","NBOJOKHD_01993","GBDLBGEF_00100","OBCHFKCE_00125","IELCNDCB_01726","HIAOCFAH_02487","FDCFMIMA_00862"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase",581,581,1,1,4162,NA,NA,"",1037,1037,1037,"KHLHGNPO_01310","IEMKGCAE_01282","HKKILDPC_02672","FBFFAOJI_00878","EDINNCHB_03058","MNLBAKIA_02623","FCMCIBEK_02921","DGJMLPEB_01529","PKPKCGOC_02969","NBOJOKHD_02394","GBDLBGEF_01079","OBCHFKCE_00423","IELCNDCB_02369","HIAOCFAH_02811","FDCFMIMA_02007"
"malG","","Maltose/maltodextrin transport system permease protein MalG",581,581,1,1,2032,NA,NA,"",890,890,890,"KHLHGNPO_00027","IEMKGCAE_02301","HKKILDPC_01180","FBFFAOJI_02742","EDINNCHB_02365","MNLBAKIA_01181","FCMCIBEK_01883","DGJMLPEB_00593","PKPKCGOC_02323","NBOJOKHD_01086","GBDLBGEF_02595","OBCHFKCE_03342","IELCNDCB_01091","HIAOCFAH_02314","FDCFMIMA_03269"
"group_5379","","hypothetical protein",581,581,1,1,1493,NA,NA,"",497,497,497,"KHLHGNPO_00895","IEMKGCAE_00726","HKKILDPC_01957","FBFFAOJI_00463","EDINNCHB_02750","MNLBAKIA_02059","FCMCIBEK_02612","DGJMLPEB_01067","PKPKCGOC_02405","NBOJOKHD_04044","GBDLBGEF_00901","OBCHFKCE_03173","IELCNDCB_01562","HIAOCFAH_02651","FDCFMIMA_01027"
"pckA","","Phosphoenolpyruvate carboxykinase (ATP)",581,581,1,1,1661,NA,NA,"",206,1619,1614,"KHLHGNPO_01152","IEMKGCAE_00983","HKKILDPC_01698","FBFFAOJI_00720","EDINNCHB_02492","MNLBAKIA_02316","FCMCIBEK_02355","DGJMLPEB_01324","PKPKCGOC_02662","NBOJOKHD_01900","GBDLBGEF_00193","OBCHFKCE_00218","IELCNDCB_01819","HIAOCFAH_02394","FDCFMIMA_00769"
"fliT","","Flagellar protein FliT",581,581,1,1,4633,NA,NA,"",368,368,368,"KHLHGNPO_02850","IEMKGCAE_03810","HKKILDPC_01068","FBFFAOJI_04065","EDINNCHB_00400","MNLBAKIA_01069","FCMCIBEK_01457","DGJMLPEB_03589","PKPKCGOC_01505","NBOJOKHD_02791","GBDLBGEF_03393","OBCHFKCE_01609","IELCNDCB_03410","HIAOCFAH_01809","FDCFMIMA_01817"
"oxyR_3","","Hydrogen peroxide-inducible genes activator",581,581,1,1,2151,NA,NA,"",917,917,917,"KHLHGNPO_03867","IEMKGCAE_04002","HKKILDPC_04139","FBFFAOJI_03569","EDINNCHB_04191","MNLBAKIA_04064","FCMCIBEK_04188","DGJMLPEB_03351","PKPKCGOC_04100","NBOJOKHD_03387","GBDLBGEF_03536","OBCHFKCE_02754","IELCNDCB_03715","HIAOCFAH_04166","FDCFMIMA_04018"
"yjiG","","Inner membrane protein YjiG",581,581,1,1,6157,NA,NA,"",461,461,461,"KHLHGNPO_00298","IEMKGCAE_03280","HKKILDPC_01452","FBFFAOJI_03298","EDINNCHB_02094","MNLBAKIA_01453","FCMCIBEK_02156","DGJMLPEB_00865","PKPKCGOC_02051","NBOJOKHD_00815","GBDLBGEF_01682","OBCHFKCE_04226","IELCNDCB_01361","HIAOCFAH_02041","FDCFMIMA_03736"
"yohK_2","","Inner membrane protein YohK",581,581,1,1,5906,NA,NA,"",695,695,695,"KHLHGNPO_02534","IEMKGCAE_02802","HKKILDPC_03686","FBFFAOJI_02472","EDINNCHB_03549","MNLBAKIA_03450","FCMCIBEK_03601","DGJMLPEB_03095","PKPKCGOC_03648","NBOJOKHD_02469","GBDLBGEF_00652","OBCHFKCE_01921","IELCNDCB_03269","HIAOCFAH_03474","FDCFMIMA_02986"
"nrdH","","Glutaredoxin-like protein NrdH",581,581,1,1,3137,NA,NA,"",245,245,245,"KHLHGNPO_01678","IEMKGCAE_00115","HKKILDPC_00554","FBFFAOJI_01246","EDINNCHB_01834","MNLBAKIA_00115","FCMCIBEK_01298","DGJMLPEB_00452","PKPKCGOC_00866","NBOJOKHD_00554","GBDLBGEF_02097","OBCHFKCE_01001","IELCNDCB_02983","HIAOCFAH_00856","FDCFMIMA_00554"
"mug","","G/U mismatch-specific DNA glycosylase",581,581,1,1,2685,NA,NA,"",506,506,506,"KHLHGNPO_02040","IEMKGCAE_00534","HKKILDPC_00137","FBFFAOJI_01938","EDINNCHB_01417","MNLBAKIA_00533","FCMCIBEK_00881","DGJMLPEB_00035","PKPKCGOC_01283","NBOJOKHD_00136","GBDLBGEF_01774","OBCHFKCE_03842","IELCNDCB_02129","HIAOCFAH_01273","FDCFMIMA_00137"
"ydjJ","","putative zinc-type alcohol dehydrogenase-like protein YdjJ",581,581,1,1,5361,NA,NA,"",1043,1043,1043,"KHLHGNPO_03377","IEMKGCAE_01897","HKKILDPC_03283","FBFFAOJI_03399","EDINNCHB_01117","MNLBAKIA_03234","FCMCIBEK_00584","DGJMLPEB_02314","PKPKCGOC_00584","NBOJOKHD_03917","GBDLBGEF_00267","OBCHFKCE_01347","IELCNDCB_02694","HIAOCFAH_00161","FDCFMIMA_02753"
"glnA","","Glutamine synthetase",581,581,1,1,2221,NA,NA,"",1409,1409,1409,"KHLHGNPO_03745","IEMKGCAE_04318","HKKILDPC_04261","FBFFAOJI_03691","EDINNCHB_04313","MNLBAKIA_04186","FCMCIBEK_04066","DGJMLPEB_03229","PKPKCGOC_04222","NBOJOKHD_03265","GBDLBGEF_03301","OBCHFKCE_03901","IELCNDCB_03837","HIAOCFAH_04044","FDCFMIMA_03896"
"hemE","","Uroporphyrinogen decarboxylase",581,581,1,1,1530,NA,NA,"",1064,1064,1064,"KHLHGNPO_04585","IEMKGCAE_04497","HKKILDPC_04533","FBFFAOJI_04494","EDINNCHB_04609","MNLBAKIA_04520","FCMCIBEK_04587","DGJMLPEB_04486","PKPKCGOC_04566","NBOJOKHD_04540","GBDLBGEF_03929","OBCHFKCE_04532","IELCNDCB_04654","HIAOCFAH_04528","FDCFMIMA_04642"
"lpxL","","Lipid A biosynthesis lauroyltransferase",581,581,1,1,5505,NA,NA,"",920,920,920,"KHLHGNPO_03516","IEMKGCAE_02036","HKKILDPC_03422","FBFFAOJI_03538","EDINNCHB_01256","MNLBAKIA_03373","FCMCIBEK_00723","DGJMLPEB_02175","PKPKCGOC_00723","NBOJOKHD_03692","GBDLBGEF_01576","OBCHFKCE_03029","IELCNDCB_02555","HIAOCFAH_00022","FDCFMIMA_02614"
"atpC","","ATP synthase epsilon chain",581,581,1,1,1386,NA,NA,"",419,419,419,"KHLHGNPO_04133","IEMKGCAE_04137","HKKILDPC_04404","FBFFAOJI_04232","EDINNCHB_04456","MNLBAKIA_04329","FCMCIBEK_04323","DGJMLPEB_04082","PKPKCGOC_04348","NBOJOKHD_03986","GBDLBGEF_02205","OBCHFKCE_03402","IELCNDCB_04273","HIAOCFAH_04382","FDCFMIMA_04299"
"apaG","","Protein ApaG",581,581,1,1,2512,NA,NA,"",377,377,377,"KHLHGNPO_03105","IEMKGCAE_04188","HKKILDPC_03770","FBFFAOJI_03124","EDINNCHB_03822","MNLBAKIA_03833","FCMCIBEK_03687","DGJMLPEB_04363","PKPKCGOC_03732","NBOJOKHD_03044","GBDLBGEF_03552","OBCHFKCE_04148","IELCNDCB_04416","HIAOCFAH_03674","FDCFMIMA_03651"
"casE","","CRISPR system Cascade subunit CasE",581,581,1,1,2975,NA,NA,"",650,650,650,"KHLHGNPO_01811","IEMKGCAE_00250","HKKILDPC_00421","FBFFAOJI_01379","EDINNCHB_01701","MNLBAKIA_00248","FCMCIBEK_01165","DGJMLPEB_00319","PKPKCGOC_00999","NBOJOKHD_00420","GBDLBGEF_00724","OBCHFKCE_01134","IELCNDCB_02850","HIAOCFAH_00989","FDCFMIMA_00421"
"rluA","","Dual-specificity RNA pseudouridine synthase RluA",581,581,1,1,2506,NA,NA,"",659,659,659,"KHLHGNPO_03099","IEMKGCAE_04182","HKKILDPC_03776","FBFFAOJI_03118","EDINNCHB_03828","MNLBAKIA_03827","FCMCIBEK_03693","DGJMLPEB_04369","PKPKCGOC_03738","NBOJOKHD_03038","GBDLBGEF_03546","OBCHFKCE_04154","IELCNDCB_04422","HIAOCFAH_03680","FDCFMIMA_03645"
"dam_2","","DNA adenine methylase",581,581,1,1,1644,NA,NA,"",836,836,836,"KHLHGNPO_01168","IEMKGCAE_00999","HKKILDPC_01682","FBFFAOJI_00736","EDINNCHB_02476","MNLBAKIA_02332","FCMCIBEK_02339","DGJMLPEB_01340","PKPKCGOC_02678","NBOJOKHD_01884","GBDLBGEF_00209","OBCHFKCE_00234","IELCNDCB_01835","HIAOCFAH_02378","FDCFMIMA_00753"
"gmhA","","Phosphoheptose isomerase",581,581,1,1,819,NA,NA,"",578,578,578,"KHLHGNPO_02290","IEMKGCAE_01661","HKKILDPC_03048","FBFFAOJI_01531","EDINNCHB_03222","MNLBAKIA_02998","FCMCIBEK_03298","DGJMLPEB_02980","PKPKCGOC_03134","NBOJOKHD_01788","GBDLBGEF_02116","OBCHFKCE_00871","IELCNDCB_00509","HIAOCFAH_03124","FDCFMIMA_02531"
"alaC","","Glutamate-pyruvate aminotransferase AlaC",581,581,1,1,3973,NA,NA,"",1238,1238,1238,"KHLHGNPO_01410","IEMKGCAE_01182","HKKILDPC_02572","FBFFAOJI_00978","EDINNCHB_02958","MNLBAKIA_02523","FCMCIBEK_02821","DGJMLPEB_01629","PKPKCGOC_02869","NBOJOKHD_02294","GBDLBGEF_00979","OBCHFKCE_00523","IELCNDCB_02470","HIAOCFAH_02911","FDCFMIMA_02107"
"alx","","Putative membrane-bound redox modulator Alx",581,581,1,1,2674,NA,NA,"",968,968,968,"KHLHGNPO_02028","IEMKGCAE_00546","HKKILDPC_00125","FBFFAOJI_01926","EDINNCHB_01405","MNLBAKIA_00545","FCMCIBEK_00869","DGJMLPEB_00023","PKPKCGOC_01295","NBOJOKHD_00124","GBDLBGEF_03868","OBCHFKCE_02623","IELCNDCB_02141","HIAOCFAH_01285","FDCFMIMA_00125"
"group_5398","","hypothetical protein",581,581,1,1,3045,NA,NA,"",515,515,515,"KHLHGNPO_01600","IEMKGCAE_00037","HKKILDPC_00632","FBFFAOJI_01168","EDINNCHB_01912","MNLBAKIA_00037","FCMCIBEK_04475","DGJMLPEB_00530","PKPKCGOC_00788","NBOJOKHD_00632","GBDLBGEF_04140","OBCHFKCE_00923","IELCNDCB_03061","HIAOCFAH_00778","FDCFMIMA_00632"
"ydjH_1","","putative sugar kinase YdjH",581,581,1,1,5359,NA,NA,"",947,947,947,"KHLHGNPO_03375","IEMKGCAE_01895","HKKILDPC_03281","FBFFAOJI_03397","EDINNCHB_01115","MNLBAKIA_03232","FCMCIBEK_00582","DGJMLPEB_02316","PKPKCGOC_00582","NBOJOKHD_03919","GBDLBGEF_00269","OBCHFKCE_01349","IELCNDCB_02696","HIAOCFAH_00163","FDCFMIMA_02755"
"greB","","Transcription elongation factor GreB",581,581,1,1,1665,NA,NA,"",473,473,473,"KHLHGNPO_01149","IEMKGCAE_00980","HKKILDPC_01701","FBFFAOJI_00717","EDINNCHB_02495","MNLBAKIA_02313","FCMCIBEK_02358","DGJMLPEB_01321","PKPKCGOC_02659","NBOJOKHD_01903","GBDLBGEF_00190","OBCHFKCE_00215","IELCNDCB_01816","HIAOCFAH_02397","FDCFMIMA_00772"
"group_5401","","Ferredoxin--NADP reductase",581,581,1,1,4184,NA,NA,"",1961,1961,1961,"KHLHGNPO_01332","IEMKGCAE_01260","HKKILDPC_02650","FBFFAOJI_00900","EDINNCHB_03036","MNLBAKIA_02601","FCMCIBEK_02899","DGJMLPEB_01551","PKPKCGOC_02947","NBOJOKHD_02372","GBDLBGEF_01057","OBCHFKCE_00445","IELCNDCB_02391","HIAOCFAH_02833","FDCFMIMA_02029"
"group_5402","","hypothetical protein",581,581,1,1,1490,NA,NA,"",1037,1037,1037,"KHLHGNPO_00892","IEMKGCAE_00723","HKKILDPC_01960","FBFFAOJI_00460","EDINNCHB_02753","MNLBAKIA_02056","FCMCIBEK_02615","DGJMLPEB_01064","PKPKCGOC_02402","NBOJOKHD_04047","GBDLBGEF_00898","OBCHFKCE_03176","IELCNDCB_01559","HIAOCFAH_02654","FDCFMIMA_01030"
"rfbG","","CDP-glucose 4,6-dehydratase",581,581,1,1,5760,NA,NA,"",1079,1079,1079,"KHLHGNPO_02627","IEMKGCAE_02709","HKKILDPC_03593","FBFFAOJI_02565","EDINNCHB_03642","MNLBAKIA_03543","FCMCIBEK_03508","DGJMLPEB_03188","PKPKCGOC_03555","NBOJOKHD_02562","GBDLBGEF_03918","OBCHFKCE_02014","IELCNDCB_03176","HIAOCFAH_03567","FDCFMIMA_03079"
"cbiN","","Cobalt transport protein CbiN",581,581,1,1,5681,NA,NA,"",281,281,281,"KHLHGNPO_02698","IEMKGCAE_02638","HKKILDPC_03522","FBFFAOJI_02636","EDINNCHB_03713","MNLBAKIA_03614","FCMCIBEK_03437","DGJMLPEB_03807","PKPKCGOC_03484","NBOJOKHD_02633","GBDLBGEF_03689","OBCHFKCE_03650","IELCNDCB_03105","HIAOCFAH_03638","FDCFMIMA_03150"
"cobD_1","","Cobalamin biosynthesis protein CobD",581,581,1,1,5694,NA,NA,"",959,959,959,"KHLHGNPO_02686","IEMKGCAE_02650","HKKILDPC_03534","FBFFAOJI_02624","EDINNCHB_03701","MNLBAKIA_03602","FCMCIBEK_03449","DGJMLPEB_03819","PKPKCGOC_03496","NBOJOKHD_02621","GBDLBGEF_03677","OBCHFKCE_03638","IELCNDCB_03117","HIAOCFAH_03626","FDCFMIMA_03138"
"group_5406","","hypothetical protein",581,581,1,1,4655,NA,NA,"",239,239,239,"KHLHGNPO_02873","IEMKGCAE_03787","HKKILDPC_01091","FBFFAOJI_04042","EDINNCHB_00423","MNLBAKIA_01092","FCMCIBEK_01434","DGJMLPEB_03566","PKPKCGOC_01482","NBOJOKHD_02814","GBDLBGEF_03416","OBCHFKCE_01586","IELCNDCB_03387","HIAOCFAH_01832","FDCFMIMA_01840"
"yqcC","","putative protein YqcC",581,581,1,1,2940,NA,NA,"",329,329,329,"KHLHGNPO_01845","IEMKGCAE_00284","HKKILDPC_00387","FBFFAOJI_01413","EDINNCHB_01667","MNLBAKIA_00282","FCMCIBEK_01131","DGJMLPEB_00285","PKPKCGOC_01033","NBOJOKHD_00386","GBDLBGEF_01654","OBCHFKCE_01168","IELCNDCB_01878","HIAOCFAH_01023","FDCFMIMA_00387"
"lptB_1","","Lipopolysaccharide export system ATP-binding protein LptB",581,581,1,1,2578,NA,NA,"",725,725,725,"KHLHGNPO_01937","IEMKGCAE_00637","HKKILDPC_00034","FBFFAOJI_01835","EDINNCHB_01314","MNLBAKIA_00636","FCMCIBEK_00778","DGJMLPEB_03885","PKPKCGOC_01386","NBOJOKHD_00033","GBDLBGEF_02881","OBCHFKCE_02714","IELCNDCB_02232","HIAOCFAH_01376","FDCFMIMA_00034"
"lspA","","Lipoprotein signal peptidase",581,581,1,1,14,NA,NA,"",500,500,500,"KHLHGNPO_00436","IEMKGCAE_03418","HKKILDPC_01590","FBFFAOJI_03160","EDINNCHB_01956","MNLBAKIA_01590","FCMCIBEK_02294","DGJMLPEB_01004","PKPKCGOC_01913","NBOJOKHD_00676","GBDLBGEF_02433","OBCHFKCE_04319","IELCNDCB_01499","HIAOCFAH_01902","FDCFMIMA_03874"
"ubiX","","Flavin prenyltransferase UbiX",581,581,1,1,3913,NA,NA,"",569,569,569,"KHLHGNPO_01463","IEMKGCAE_01129","HKKILDPC_02519","FBFFAOJI_01031","EDINNCHB_02906","MNLBAKIA_02470","FCMCIBEK_02768","DGJMLPEB_01682","PKPKCGOC_02816","NBOJOKHD_02241","GBDLBGEF_02480","OBCHFKCE_00576","IELCNDCB_02523","HIAOCFAH_02964","FDCFMIMA_02159"
"group_5411","","hypothetical protein",581,581,1,1,3648,NA,NA,"",749,749,749,"KHLHGNPO_04350","IEMKGCAE_04370","HKKILDPC_04506","FBFFAOJI_04458","EDINNCHB_00525","MNLBAKIA_04430","FCMCIBEK_04497","DGJMLPEB_04442","PKPKCGOC_04466","NBOJOKHD_04351","GBDLBGEF_01292","OBCHFKCE_03952","IELCNDCB_01030","HIAOCFAH_04501","FDCFMIMA_04552"
