"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR10084895","SRR6475644","SRR10298208","SRR9694200","SRR14766409","SRR2102508","SRR5904974","SRR7011962","NDSU4","SRR15146548","SRR14766432","SRR2077395","SRR14766337","SRR5883586","SRR1578511"
"group_5311","","hypothetical protein",581,581,1,1,2907,NA,NA,"",470,470,470,"AIHABEGN_00352","JMHMHBON_01062","MOBEGOEH_00352","GDOIKAKM_00351","MPAHEGDA_03271","PEGBKDIG_00684","EDAOGEGO_01535","KOJFNNPD_00318","MLOHFGPA_03127","EGKOAKEK_01061","MHLDJHJA_01640","CKEGPAKG_00024","FHGKKJNF_01318","PKILBCIH_01895","EJOKNHIB_01096"
"yfeY","","putative protein YfeY",581,581,1,1,4015,NA,NA,"",575,575,575,"AIHABEGN_02574","JMHMHBON_02793","MOBEGOEH_02203","GDOIKAKM_02527","MPAHEGDA_01060","PEGBKDIG_01779","EDAOGEGO_01059","KOJFNNPD_02148","MLOHFGPA_03692","EGKOAKEK_02867","MHLDJHJA_00734","CKEGPAKG_01382","FHGKKJNF_00267","PKILBCIH_01051","EJOKNHIB_02916"
"yhdE","","dTTP/UTP pyrophosphatase",581,581,1,1,1959,NA,NA,"",593,593,593,"AIHABEGN_04570","JMHMHBON_04497","MOBEGOEH_04429","GDOIKAKM_04503","MPAHEGDA_04098","PEGBKDIG_04380","EDAOGEGO_04457","KOJFNNPD_04571","MLOHFGPA_03930","EGKOAKEK_04436","MHLDJHJA_04125","CKEGPAKG_04068","FHGKKJNF_03083","PKILBCIH_04446","EJOKNHIB_04616"
"pspC","","Phage shock protein C",581,581,1,1,4915,NA,NA,"",359,359,359,"AIHABEGN_02232","JMHMHBON_00562","MOBEGOEH_01781","GDOIKAKM_01782","MPAHEGDA_00229","PEGBKDIG_02536","EDAOGEGO_03341","KOJFNNPD_01763","MLOHFGPA_00990","EGKOAKEK_00186","MHLDJHJA_00903","CKEGPAKG_01610","FHGKKJNF_03703","PKILBCIH_00666","EJOKNHIB_00187"
"zur","","Zinc uptake regulation protein",581,581,1,1,2047,NA,NA,"",515,515,515,"AIHABEGN_01194","JMHMHBON_01816","MOBEGOEH_01194","GDOIKAKM_01194","MPAHEGDA_04187","PEGBKDIG_01582","EDAOGEGO_00404","KOJFNNPD_04352","MLOHFGPA_03065","EGKOAKEK_01938","MHLDJHJA_03787","CKEGPAKG_03808","FHGKKJNF_02987","PKILBCIH_00040","EJOKNHIB_01938"
"ftsB","","Cell division protein FtsB",581,581,1,1,2984,NA,NA,"",311,311,311,"AIHABEGN_00429","JMHMHBON_00985","MOBEGOEH_00429","GDOIKAKM_00428","MPAHEGDA_03163","PEGBKDIG_00606","EDAOGEGO_01457","KOJFNNPD_00240","MLOHFGPA_03322","EGKOAKEK_00984","MHLDJHJA_01717","CKEGPAKG_00101","FHGKKJNF_03058","PKILBCIH_01818","EJOKNHIB_01173"
"dsbB","","Disulfide bond formation protein B",581,581,1,1,4789,NA,NA,"",530,530,530,"AIHABEGN_02352","JMHMHBON_00682","MOBEGOEH_01662","GDOIKAKM_01662","MPAHEGDA_00109","PEGBKDIG_02415","EDAOGEGO_03221","KOJFNNPD_01883","MLOHFGPA_02165","EGKOAKEK_00066","MHLDJHJA_03640","CKEGPAKG_01490","FHGKKJNF_02555","PKILBCIH_00787","EJOKNHIB_00066"
"malK","","Maltose/maltodextrin import ATP-binding protein MalK",581,581,1,1,2035,NA,NA,"",1109,1109,1109,"AIHABEGN_01183","JMHMHBON_01826","MOBEGOEH_01183","GDOIKAKM_01183","MPAHEGDA_04176","PEGBKDIG_01592","EDAOGEGO_00415","KOJFNNPD_04362","MLOHFGPA_03054","EGKOAKEK_01927","MHLDJHJA_03776","CKEGPAKG_03818","FHGKKJNF_02976","PKILBCIH_00030","EJOKNHIB_01927"
"frlR","","putative fructoselysine utilization operon transcriptional repressor",581,581,1,1,5865,NA,NA,"",746,746,746,"AIHABEGN_03538","JMHMHBON_03528","MOBEGOEH_03453","GDOIKAKM_02821","MPAHEGDA_02430","PEGBKDIG_03073","EDAOGEGO_02651","KOJFNNPD_03607","MLOHFGPA_00788","EGKOAKEK_03491","MHLDJHJA_01993","CKEGPAKG_02754","FHGKKJNF_01170","PKILBCIH_03354","EJOKNHIB_03168"
"group_5320","","hypothetical protein",581,581,1,1,1482,NA,NA,"",92,92,92,"AIHABEGN_01642","JMHMHBON_02314","MOBEGOEH_02650","GDOIKAKM_02047","MPAHEGDA_00958","PEGBKDIG_00045","EDAOGEGO_00489","KOJFNNPD_01495","MLOHFGPA_01517","EGKOAKEK_02387","MHLDJHJA_02884","CKEGPAKG_03288","FHGKKJNF_02630","PKILBCIH_03805","EJOKNHIB_02712"
"group_5321","","hypothetical protein",581,581,1,1,1746,NA,NA,"",578,578,578,"AIHABEGN_01829","JMHMHBON_02500","MOBEGOEH_02464","GDOIKAKM_02234","MPAHEGDA_01394","PEGBKDIG_00231","EDAOGEGO_00676","KOJFNNPD_01309","MLOHFGPA_04167","EGKOAKEK_02573","MHLDJHJA_00430","CKEGPAKG_00811","FHGKKJNF_00061","PKILBCIH_02441","EJOKNHIB_02525"
"rpmA","","50S ribosomal protein L27",581,581,1,1,2594,NA,NA,"",257,257,257,"AIHABEGN_00050","JMHMHBON_01364","MOBEGOEH_00049","GDOIKAKM_00049","MPAHEGDA_03705","PEGBKDIG_00986","EDAOGEGO_03107","KOJFNNPD_00620","MLOHFGPA_01327","EGKOAKEK_01363","MHLDJHJA_00272","CKEGPAKG_02991","FHGKKJNF_00874","PKILBCIH_02799","EJOKNHIB_00793"
"galS_2","","HTH-type transcriptional regulator GalS",581,581,1,1,5917,NA,NA,"",1022,1022,1022,"AIHABEGN_03490","JMHMHBON_03576","MOBEGOEH_03405","GDOIKAKM_02773","MPAHEGDA_02478","PEGBKDIG_03025","EDAOGEGO_02603","KOJFNNPD_03559","MLOHFGPA_00836","EGKOAKEK_03443","MHLDJHJA_02041","CKEGPAKG_02706","FHGKKJNF_01121","PKILBCIH_03402","EJOKNHIB_03120"
"appX","","Putative cytochrome bd-II ubiquinol oxidase subunit AppX",581,581,1,1,4802,NA,NA,"",89,89,89,"AIHABEGN_02339","JMHMHBON_00669","MOBEGOEH_01675","GDOIKAKM_01675","MPAHEGDA_00122","PEGBKDIG_02428","EDAOGEGO_03234","KOJFNNPD_01870","MLOHFGPA_02178","EGKOAKEK_00079","MHLDJHJA_03627","CKEGPAKG_01503","FHGKKJNF_02542","PKILBCIH_00774","EJOKNHIB_00079"
"group_5325","","hypothetical protein",581,581,1,1,765,NA,NA,"",1403,1403,1403,"AIHABEGN_02994","JMHMHBON_03212","MOBEGOEH_02804","GDOIKAKM_03185","MPAHEGDA_01991","PEGBKDIG_01992","EDAOGEGO_01808","KOJFNNPD_03098","MLOHFGPA_04098","EGKOAKEK_03288","MHLDJHJA_01305","CKEGPAKG_01005","FHGKKJNF_00604","PKILBCIH_02958","EJOKNHIB_03442"
"alsT_2","","Amino-acid carrier protein AlsT",581,581,1,1,58,NA,NA,"",1430,1430,1430,"AIHABEGN_01547","JMHMHBON_01464","MOBEGOEH_01547","GDOIKAKM_01547","MPAHEGDA_02570","PEGBKDIG_02739","EDAOGEGO_00051","KOJFNNPD_02357","MLOHFGPA_03162","EGKOAKEK_02292","MHLDJHJA_03738","CKEGPAKG_03496","FHGKKJNF_01088","PKILBCIH_00394","EJOKNHIB_02292"
"group_5327","","hypothetical protein",581,581,1,1,3639,NA,NA,"",665,665,665,"AIHABEGN_04536","JMHMHBON_04523","MOBEGOEH_04498","GDOIKAKM_04564","MPAHEGDA_00047","PEGBKDIG_04354","EDAOGEGO_04491","KOJFNNPD_04456","MLOHFGPA_04049","EGKOAKEK_04402","MHLDJHJA_04150","CKEGPAKG_04141","FHGKKJNF_02683","PKILBCIH_04480","EJOKNHIB_04543"
"group_5328","","hypothetical protein",581,581,1,1,4103,NA,NA,"",638,638,638,"AIHABEGN_02466","JMHMHBON_02685","MOBEGOEH_02311","GDOIKAKM_02419","MPAHEGDA_03005","PEGBKDIG_01671","EDAOGEGO_01168","KOJFNNPD_02257","MLOHFGPA_01835","EGKOAKEK_02758","MHLDJHJA_04254","CKEGPAKG_01274","FHGKKJNF_04416","PKILBCIH_01160","EJOKNHIB_03025"
"group_5329","","hypothetical protein",581,581,1,1,6021,NA,NA,"",638,638,638,"AIHABEGN_01323","JMHMHBON_01688","MOBEGOEH_01323","GDOIKAKM_01323","MPAHEGDA_01709","PEGBKDIG_01453","EDAOGEGO_00275","KOJFNNPD_02581","MLOHFGPA_02556","EGKOAKEK_02067","MHLDJHJA_01893","CKEGPAKG_01779","FHGKKJNF_01610","PKILBCIH_00169","EJOKNHIB_02067"
"prpB","","2-methylisocitrate lyase",581,581,1,1,756,NA,NA,"",887,887,887,"AIHABEGN_02985","JMHMHBON_03203","MOBEGOEH_02813","GDOIKAKM_03176","MPAHEGDA_01982","PEGBKDIG_01983","EDAOGEGO_01799","KOJFNNPD_03107","MLOHFGPA_00006","EGKOAKEK_03279","MHLDJHJA_01314","CKEGPAKG_01014","FHGKKJNF_00613","PKILBCIH_02967","EJOKNHIB_03451"
"artM_1","","Arginine ABC transporter permease protein ArtM",581,581,1,1,4327,NA,NA,"",668,668,668,"AIHABEGN_00792","JMHMHBON_01908","MOBEGOEH_01030","GDOIKAKM_00792","MPAHEGDA_02318","PEGBKDIG_02226","EDAOGEGO_02312","KOJFNNPD_00765","MLOHFGPA_00378","EGKOAKEK_01774","MHLDJHJA_01201","CKEGPAKG_02128","FHGKKJNF_02022","PKILBCIH_01455","EJOKNHIB_01536"
"ratA","","Ribosome association toxin RatA",581,581,1,1,3031,NA,NA,"",437,437,437,"AIHABEGN_00644","JMHMHBON_00770","MOBEGOEH_00644","GDOIKAKM_00644","MPAHEGDA_03891","PEGBKDIG_00391","EDAOGEGO_01242","KOJFNNPD_00025","MLOHFGPA_03000","EGKOAKEK_00769","MHLDJHJA_04387","CKEGPAKG_00316","FHGKKJNF_03844","PKILBCIH_01603","EJOKNHIB_01388"
"group_5333","","hypothetical protein",581,581,1,1,3655,NA,NA,"",206,206,206,"AIHABEGN_04520","JMHMHBON_04539","MOBEGOEH_04482","GDOIKAKM_04548","MPAHEGDA_00031","PEGBKDIG_04338","EDAOGEGO_04507","KOJFNNPD_04472","MLOHFGPA_04065","EGKOAKEK_04386","MHLDJHJA_04166","CKEGPAKG_04125","FHGKKJNF_02699","PKILBCIH_04496","EJOKNHIB_04559"
"yidA_2","","Sugar phosphatase YidA",581,581,1,1,1416,NA,NA,"",845,845,845,"AIHABEGN_04420","JMHMHBON_04256","MOBEGOEH_04342","GDOIKAKM_04267","MPAHEGDA_03392","PEGBKDIG_03983","EDAOGEGO_04306","KOJFNNPD_04235","MLOHFGPA_03585","EGKOAKEK_04302","MHLDJHJA_03382","CKEGPAKG_03600","FHGKKJNF_01347","PKILBCIH_04066","EJOKNHIB_04438"
"diaA","","DnaA initiator-associating protein DiaA",581,581,1,1,2633,NA,NA,"",590,590,590,"AIHABEGN_00088","JMHMHBON_01326","MOBEGOEH_00087","GDOIKAKM_00087","MPAHEGDA_03470","PEGBKDIG_00948","EDAOGEGO_03069","KOJFNNPD_00582","MLOHFGPA_01365","EGKOAKEK_01325","MHLDJHJA_00234","CKEGPAKG_02953","FHGKKJNF_00836","PKILBCIH_02761","EJOKNHIB_00832"
"ybjM","","Inner membrane protein YbjM",581,581,1,1,4309,NA,NA,"",377,377,377,"AIHABEGN_00776","JMHMHBON_01892","MOBEGOEH_01046","GDOIKAKM_00776","MPAHEGDA_02334","PEGBKDIG_02242","EDAOGEGO_02296","KOJFNNPD_00749","MLOHFGPA_00362","EGKOAKEK_01790","MHLDJHJA_01217","CKEGPAKG_02112","FHGKKJNF_03586","PKILBCIH_01471","EJOKNHIB_01520"
"cbiF","","Cobalt-precorrin-4 C(11)-methyltransferase",581,581,1,1,5689,NA,NA,"",773,773,773,"AIHABEGN_03658","JMHMHBON_03408","MOBEGOEH_03573","GDOIKAKM_02941","MPAHEGDA_03078","PEGBKDIG_04133","EDAOGEGO_02771","KOJFNNPD_04034","MLOHFGPA_00668","EGKOAKEK_03611","MHLDJHJA_03270","CKEGPAKG_04013","FHGKKJNF_03182","PKILBCIH_04248","EJOKNHIB_03288"
"sxy","","Protein Sxy",581,581,1,1,4490,NA,NA,"",605,605,605,"AIHABEGN_00938","JMHMHBON_02054","MOBEGOEH_00884","GDOIKAKM_00938","MPAHEGDA_02873","PEGBKDIG_03506","EDAOGEGO_02459","KOJFNNPD_00911","MLOHFGPA_03262","EGKOAKEK_01628","MHLDJHJA_01055","CKEGPAKG_03570","FHGKKJNF_01416","PKILBCIH_01308","EJOKNHIB_01682"
"kdpC","","Potassium-transporting ATPase KdpC subunit",581,581,1,1,297,NA,NA,"",584,584,584,"AIHABEGN_04089","JMHMHBON_03966","MOBEGOEH_03910","GDOIKAKM_03638","MPAHEGDA_04399","PEGBKDIG_02932","EDAOGEGO_04392","KOJFNNPD_03466","MLOHFGPA_03794","EGKOAKEK_03910","MHLDJHJA_04015","CKEGPAKG_03744","FHGKKJNF_03476","PKILBCIH_03123","EJOKNHIB_03902"
"group_5340","","hypothetical protein",581,581,1,1,6018,NA,NA,"",1070,1070,1070,"AIHABEGN_01320","JMHMHBON_01691","MOBEGOEH_01320","GDOIKAKM_01320","MPAHEGDA_01712","PEGBKDIG_01456","EDAOGEGO_00278","KOJFNNPD_02584","MLOHFGPA_02553","EGKOAKEK_02064","MHLDJHJA_01890","CKEGPAKG_01776","FHGKKJNF_01613","PKILBCIH_00166","EJOKNHIB_02064"
"yciE","","Protein YciE",581,581,1,1,4868,NA,NA,"",506,506,506,"AIHABEGN_02275","JMHMHBON_00605","MOBEGOEH_01738","GDOIKAKM_01739","MPAHEGDA_00186","PEGBKDIG_02493","EDAOGEGO_03298","KOJFNNPD_01806","MLOHFGPA_01033","EGKOAKEK_00143","MHLDJHJA_00860","CKEGPAKG_01567","FHGKKJNF_04632","PKILBCIH_00709","EJOKNHIB_00144"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",581,581,1,1,5741,NA,NA,"",737,737,737,"AIHABEGN_03610","JMHMHBON_03456","MOBEGOEH_03525","GDOIKAKM_02893","MPAHEGDA_03126","PEGBKDIG_04085","EDAOGEGO_02723","KOJFNNPD_04082","MLOHFGPA_00716","EGKOAKEK_03563","MHLDJHJA_03318","CKEGPAKG_04370","FHGKKJNF_02888","PKILBCIH_03282","EJOKNHIB_03240"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF",581,581,1,1,5742,NA,NA,"",776,776,776,"AIHABEGN_03609","JMHMHBON_03457","MOBEGOEH_03524","GDOIKAKM_02892","MPAHEGDA_03127","PEGBKDIG_04084","EDAOGEGO_02722","KOJFNNPD_04083","MLOHFGPA_00717","EGKOAKEK_03562","MHLDJHJA_03319","CKEGPAKG_04371","FHGKKJNF_02887","PKILBCIH_03283","EJOKNHIB_03239"
"acpP_2","","Acyl carrier protein",581,581,1,1,5461,NA,NA,"",236,236,236,"AIHABEGN_03171","JMHMHBON_00067","MOBEGOEH_03086","GDOIKAKM_04078","MPAHEGDA_00724","PEGBKDIG_01308","EDAOGEGO_01986","KOJFNNPD_02757","MLOHFGPA_01123","EGKOAKEK_00681","MHLDJHJA_02447","CKEGPAKG_00403","FHGKKJNF_01784","PKILBCIH_01985","EJOKNHIB_00677"
"napF_1","","Ferredoxin-type protein NapF",581,581,1,1,4132,NA,NA,"",863,863,863,"AIHABEGN_02494","JMHMHBON_02713","MOBEGOEH_02283","GDOIKAKM_02447","MPAHEGDA_03033","PEGBKDIG_01699","EDAOGEGO_01140","KOJFNNPD_02229","MLOHFGPA_01807","EGKOAKEK_02786","MHLDJHJA_04558","CKEGPAKG_01302","FHGKKJNF_03150","PKILBCIH_01132","EJOKNHIB_02997"
"group_5346","","hypothetical protein",581,581,1,1,4373,NA,NA,"",167,167,167,"AIHABEGN_00834","JMHMHBON_01950","MOBEGOEH_00988","GDOIKAKM_00834","MPAHEGDA_02276","PEGBKDIG_02184","EDAOGEGO_02354","KOJFNNPD_00807","MLOHFGPA_00420","EGKOAKEK_01732","MHLDJHJA_01159","CKEGPAKG_02170","FHGKKJNF_02064","PKILBCIH_01413","EJOKNHIB_01578"
"dapE","","Succinyl-diaminopimelate desuccinylase",581,581,1,1,4180,NA,NA,"",1127,1127,1127,"AIHABEGN_02539","JMHMHBON_02758","MOBEGOEH_02238","GDOIKAKM_02492","MPAHEGDA_01025","PEGBKDIG_01744","EDAOGEGO_01094","KOJFNNPD_02183","MLOHFGPA_01761","EGKOAKEK_02832","MHLDJHJA_00769","CKEGPAKG_01347","FHGKKJNF_00232","PKILBCIH_01086","EJOKNHIB_02951"
"artJ_1","","ABC transporter arginine-binding protein 1",581,581,1,1,4326,NA,NA,"",731,731,731,"AIHABEGN_00791","JMHMHBON_01907","MOBEGOEH_01031","GDOIKAKM_00791","MPAHEGDA_02319","PEGBKDIG_02227","EDAOGEGO_02311","KOJFNNPD_00764","MLOHFGPA_00377","EGKOAKEK_01775","MHLDJHJA_01202","CKEGPAKG_02127","FHGKKJNF_02021","PKILBCIH_01456","EJOKNHIB_01535"
"lipA","","Lipoyl synthase",581,581,1,1,365,NA,NA,"",965,965,965,"AIHABEGN_04016","JMHMHBON_03893","MOBEGOEH_03983","GDOIKAKM_03565","MPAHEGDA_02172","PEGBKDIG_02859","EDAOGEGO_03864","KOJFNNPD_03393","MLOHFGPA_02508","EGKOAKEK_03983","MHLDJHJA_02603","CKEGPAKG_02867","FHGKKJNF_03765","PKILBCIH_03196","EJOKNHIB_03975"
"nagE","","PTS system N-acetylglucosamine-specific EIICBA component",581,581,1,1,319,NA,NA,"",1952,1952,1952,"AIHABEGN_04068","JMHMHBON_03945","MOBEGOEH_03931","GDOIKAKM_03617","MPAHEGDA_02120","PEGBKDIG_02911","EDAOGEGO_03916","KOJFNNPD_03445","MLOHFGPA_04603","EGKOAKEK_03931","MHLDJHJA_02551","CKEGPAKG_02815","FHGKKJNF_02609","PKILBCIH_03144","EJOKNHIB_03923"
"lptA","","Lipopolysaccharide export system protein LptA",581,581,1,1,2579,NA,NA,"",554,554,554,"AIHABEGN_00035","JMHMHBON_01379","MOBEGOEH_00034","GDOIKAKM_00034","MPAHEGDA_03720","PEGBKDIG_01001","EDAOGEGO_03122","KOJFNNPD_00635","MLOHFGPA_01312","EGKOAKEK_01378","MHLDJHJA_00287","CKEGPAKG_03006","FHGKKJNF_00889","PKILBCIH_02814","EJOKNHIB_00778"
"mscS_2","","Small-conductance mechanosensitive channel",581,581,1,1,2179,NA,NA,"",857,857,857,"AIHABEGN_04247","JMHMHBON_04046","MOBEGOEH_04169","GDOIKAKM_03901","MPAHEGDA_01929","PEGBKDIG_03171","EDAOGEGO_03756","KOJFNNPD_03837","MLOHFGPA_02285","EGKOAKEK_04092","MHLDJHJA_02196","CKEGPAKG_02577","FHGKKJNF_04533","PKILBCIH_03696","EJOKNHIB_04161"
"group_5353","","hypothetical protein",581,581,1,1,2567,NA,NA,"",929,929,929,"AIHABEGN_00023","JMHMHBON_01391","MOBEGOEH_00023","GDOIKAKM_00023","MPAHEGDA_03732","PEGBKDIG_01012","EDAOGEGO_03134","KOJFNNPD_00646","MLOHFGPA_01300","EGKOAKEK_01390","MHLDJHJA_00298","CKEGPAKG_03017","FHGKKJNF_00900","PKILBCIH_02826","EJOKNHIB_00766"
"sdhA","","Succinate dehydrogenase flavoprotein subunit",581,581,1,1,282,NA,NA,"",1766,1766,1766,"AIHABEGN_04104","JMHMHBON_03981","MOBEGOEH_03895","GDOIKAKM_03653","MPAHEGDA_04414","PEGBKDIG_02947","EDAOGEGO_04407","KOJFNNPD_03481","MLOHFGPA_03809","EGKOAKEK_03895","MHLDJHJA_04000","CKEGPAKG_03759","FHGKKJNF_03461","PKILBCIH_03108","EJOKNHIB_03887"
"fliK","","Flagellar hook-length control protein",581,581,1,1,4621,NA,NA,"",1217,1217,1217,"AIHABEGN_01056","JMHMHBON_02172","MOBEGOEH_00766","GDOIKAKM_01056","MPAHEGDA_02640","PEGBKDIG_03654","EDAOGEGO_04146","KOJFNNPD_01029","MLOHFGPA_02075","EGKOAKEK_01510","MHLDJHJA_02788","CKEGPAKG_03939","FHGKKJNF_00412","PKILBCIH_03947","EJOKNHIB_01800"
"chuR_1","","Anaerobic sulfatase-maturating enzyme",581,581,1,1,5369,NA,NA,"",1196,1196,1196,"AIHABEGN_03260","JMHMHBON_00156","MOBEGOEH_03175","GDOIKAKM_04167","MPAHEGDA_00635","PEGBKDIG_01219","EDAOGEGO_02075","KOJFNNPD_02846","MLOHFGPA_01212","EGKOAKEK_00592","MHLDJHJA_01606","CKEGPAKG_00492","FHGKKJNF_03402","PKILBCIH_02074","EJOKNHIB_00588"
"fliS","","Flagellar secretion chaperone FliS",581,581,1,1,4634,NA,NA,"",407,407,407,"AIHABEGN_01069","JMHMHBON_02185","MOBEGOEH_00753","GDOIKAKM_01069","MPAHEGDA_02652","PEGBKDIG_03667","EDAOGEGO_04133","KOJFNNPD_01042","MLOHFGPA_02062","EGKOAKEK_01497","MHLDJHJA_02775","CKEGPAKG_03926","FHGKKJNF_00425","PKILBCIH_03934","EJOKNHIB_01813"
"mdtD_1","","Putative multidrug resistance protein MdtD",581,581,1,1,5850,NA,NA,"",878,878,878,"AIHABEGN_03552","JMHMHBON_03514","MOBEGOEH_03467","GDOIKAKM_02835","MPAHEGDA_02416","PEGBKDIG_03087","EDAOGEGO_02665","KOJFNNPD_03621","MLOHFGPA_00774","EGKOAKEK_03505","MHLDJHJA_01979","CKEGPAKG_02768","FHGKKJNF_02242","PKILBCIH_03340","EJOKNHIB_03182"
"pdeC","","putative cyclic di-GMP phosphodiesterase PdeC",581,581,1,1,2070,NA,NA,"",1601,1601,1601,"AIHABEGN_01216","JMHMHBON_01794","MOBEGOEH_01216","GDOIKAKM_01216","MPAHEGDA_01816","PEGBKDIG_01560","EDAOGEGO_00382","KOJFNNPD_02688","MLOHFGPA_02817","EGKOAKEK_01960","MHLDJHJA_01786","CKEGPAKG_01672","FHGKKJNF_02117","PKILBCIH_00062","EJOKNHIB_01960"
"group_536","","hypothetical protein",581,581,1,1,1684,NA,NA,"",1439,1553,1552,"AIHABEGN_01890","JMHMHBON_02561","MOBEGOEH_02403","GDOIKAKM_02295","MPAHEGDA_01455","PEGBKDIG_00292","EDAOGEGO_00737","KOJFNNPD_01248","MLOHFGPA_03504","EGKOAKEK_02634","MHLDJHJA_00491","CKEGPAKG_00872","FHGKKJNF_00122","PKILBCIH_02380","EJOKNHIB_02464"
"group_5360","","hypothetical protein",581,581,1,1,3025,NA,NA,"",605,605,605,"AIHABEGN_00650","JMHMHBON_00764","MOBEGOEH_00650","GDOIKAKM_00650","MPAHEGDA_03885","PEGBKDIG_00385","EDAOGEGO_01236","KOJFNNPD_00019","MLOHFGPA_03006","EGKOAKEK_00763","MHLDJHJA_04381","CKEGPAKG_00322","FHGKKJNF_03850","PKILBCIH_01597","EJOKNHIB_01394"
"group_5361","","hypothetical protein",581,581,1,1,1722,NA,NA,"",368,368,368,"AIHABEGN_01853","JMHMHBON_02524","MOBEGOEH_02440","GDOIKAKM_02258","MPAHEGDA_01418","PEGBKDIG_00255","EDAOGEGO_00700","KOJFNNPD_01285","MLOHFGPA_04143","EGKOAKEK_02597","MHLDJHJA_00454","CKEGPAKG_00835","FHGKKJNF_00085","PKILBCIH_02417","EJOKNHIB_02501"
"hemN","","Oxygen-independent coproporphyrinogen III oxidase",581,581,1,1,2217,NA,NA,"",1373,1373,1373,"AIHABEGN_04147","JMHMHBON_04146","MOBEGOEH_04069","GDOIKAKM_04001","MPAHEGDA_01829","PEGBKDIG_03271","EDAOGEGO_03656","KOJFNNPD_03937","MLOHFGPA_04201","EGKOAKEK_04192","MHLDJHJA_02096","CKEGPAKG_02677","FHGKKJNF_02007","PKILBCIH_03596","EJOKNHIB_04061"
"group_5363","","putative protein",581,581,1,1,1528,NA,NA,"",590,590,590,"AIHABEGN_04610","JMHMHBON_04588","MOBEGOEH_04528","GDOIKAKM_04594","MPAHEGDA_04375","PEGBKDIG_04542","EDAOGEGO_04588","KOJFNNPD_04628","MLOHFGPA_04309","EGKOAKEK_04475","MHLDJHJA_04503","CKEGPAKG_04258","FHGKKJNF_04172","PKILBCIH_04607","EJOKNHIB_04710"
"rcsF","","Outer membrane lipoprotein RcsF",581,581,1,1,2344,NA,NA,"",404,404,404,"AIHABEGN_03750","JMHMHBON_03813","MOBEGOEH_03858","GDOIKAKM_03485","MPAHEGDA_03640","PEGBKDIG_04256","EDAOGEGO_03455","KOJFNNPD_04396","MLOHFGPA_00479","EGKOAKEK_03673","MHLDJHJA_03806","CKEGPAKG_01883","FHGKKJNF_01906","PKILBCIH_04424","EJOKNHIB_03850"
"ygaP","","Inner membrane protein YgaP",581,581,1,1,3129,NA,NA,"",527,527,527,"AIHABEGN_00562","JMHMHBON_00852","MOBEGOEH_00562","GDOIKAKM_00561","MPAHEGDA_03360","PEGBKDIG_00473","EDAOGEGO_01324","KOJFNNPD_00107","MLOHFGPA_03751","EGKOAKEK_00851","MHLDJHJA_02300","CKEGPAKG_00234","FHGKKJNF_00802","PKILBCIH_01685","EJOKNHIB_01306"
"ybjI","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI",581,581,1,1,4305,NA,NA,"",815,815,815,"AIHABEGN_00772","JMHMHBON_01888","MOBEGOEH_01050","GDOIKAKM_00772","MPAHEGDA_02338","PEGBKDIG_02246","EDAOGEGO_02292","KOJFNNPD_00745","MLOHFGPA_00358","EGKOAKEK_01794","MHLDJHJA_01221","CKEGPAKG_02108","FHGKKJNF_03590","PKILBCIH_01475","EJOKNHIB_01516"
"cbiC","","Cobalt-precorrin-8 methylmutase",581,581,1,1,5693,NA,NA,"",632,632,632,"AIHABEGN_03654","JMHMHBON_03412","MOBEGOEH_03569","GDOIKAKM_02937","MPAHEGDA_03082","PEGBKDIG_04129","EDAOGEGO_02767","KOJFNNPD_04038","MLOHFGPA_00672","EGKOAKEK_03607","MHLDJHJA_03274","CKEGPAKG_04017","FHGKKJNF_03178","PKILBCIH_04244","EJOKNHIB_03284"
"ybjO","","Inner membrane protein YbjO",581,581,1,1,4320,NA,NA,"",401,401,401,"AIHABEGN_00786","JMHMHBON_01902","MOBEGOEH_01036","GDOIKAKM_00786","MPAHEGDA_02324","PEGBKDIG_02232","EDAOGEGO_02306","KOJFNNPD_00759","MLOHFGPA_00372","EGKOAKEK_01780","MHLDJHJA_01207","CKEGPAKG_02122","FHGKKJNF_03576","PKILBCIH_01461","EJOKNHIB_01530"
"nikR","","Nickel-responsive regulator",581,581,1,1,1747,NA,NA,"",437,437,437,"AIHABEGN_01828","JMHMHBON_02499","MOBEGOEH_02465","GDOIKAKM_02233","MPAHEGDA_01393","PEGBKDIG_00230","EDAOGEGO_00675","KOJFNNPD_01310","MLOHFGPA_04168","EGKOAKEK_02572","MHLDJHJA_00429","CKEGPAKG_00810","FHGKKJNF_00060","PKILBCIH_02442","EJOKNHIB_02526"
