"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","NDSU8","SRR7041622","SRR27313648","SRR14766454","SRR28830416","SRR5905502","SRR27708439","SRR5905278","SRR1556962","SRR3000888","SRR5883584","SRR14766398","SRR14766355","SRR18233389","SRR5905019"
"dgaE_2","","D-glucosaminate-6-phosphate ammonia lyase",581,581,1,1,1476,NA,NA,"",1109,1109,1109,"CDDPGOFG_03149","KJAFDFOC_02782","MMJCEBPP_02045","DHLDAANJ_01766","KJPJOPGC_02337","ALBBHPCD_01596","JJJDFGFB_02670","PDACKNEK_00376","BILPJOLC_02718","HAJGLMEJ_04073","KOJKBHOL_01642","POCPDFCE_01156","KIGINCLF_03792","MCIBGAHP_01336","BIAKFFOC_03090"
"ydjH_2","","putative sugar kinase YdjH",581,581,1,1,5864,NA,NA,"",965,965,965,"CDDPGOFG_01510","KJAFDFOC_01030","MMJCEBPP_03608","DHLDAANJ_02984","KJPJOPGC_03498","ALBBHPCD_03546","JJJDFGFB_03492","PDACKNEK_02746","BILPJOLC_03211","HAJGLMEJ_02094","KOJKBHOL_02919","POCPDFCE_03393","KIGINCLF_01498","MCIBGAHP_02521","BIAKFFOC_01906"
"yohC","","Inner membrane protein YohC",581,581,1,1,5894,NA,NA,"",587,587,587,"CDDPGOFG_01536","KJAFDFOC_01004","MMJCEBPP_03634","DHLDAANJ_03987","KJPJOPGC_03472","ALBBHPCD_03520","JJJDFGFB_03466","PDACKNEK_02772","BILPJOLC_03185","HAJGLMEJ_02068","KOJKBHOL_02945","POCPDFCE_02805","KIGINCLF_01472","MCIBGAHP_02547","BIAKFFOC_01932"
"tyrS","","Tyrosine--tRNA ligase",581,581,1,1,5188,NA,NA,"",1274,1274,1274,"CDDPGOFG_00596","KJAFDFOC_03779","MMJCEBPP_03389","DHLDAANJ_00388","KJPJOPGC_03080","ALBBHPCD_02609","JJJDFGFB_00421","PDACKNEK_04585","BILPJOLC_00416","HAJGLMEJ_03656","KOJKBHOL_00327","POCPDFCE_00946","KIGINCLF_01009","MCIBGAHP_00948","BIAKFFOC_03633"
"nlpI","","Lipoprotein NlpI",581,581,1,1,2618,NA,NA,"",884,884,884,"CDDPGOFG_02790","KJAFDFOC_01313","MMJCEBPP_00596","DHLDAANJ_00463","KJPJOPGC_00597","ALBBHPCD_00596","JJJDFGFB_00817","PDACKNEK_02262","BILPJOLC_01338","HAJGLMEJ_00342","KOJKBHOL_03545","POCPDFCE_00310","KIGINCLF_00357","MCIBGAHP_00531","BIAKFFOC_01638"
"syd","","Protein Syd",581,581,1,1,2939,NA,NA,"",545,545,545,"CDDPGOFG_02974","KJAFDFOC_02548","MMJCEBPP_00283","DHLDAANJ_01168","KJPJOPGC_00283","ALBBHPCD_00283","JJJDFGFB_01129","PDACKNEK_00981","BILPJOLC_01025","HAJGLMEJ_00029","KOJKBHOL_03949","POCPDFCE_00349","KIGINCLF_02737","MCIBGAHP_00218","BIAKFFOC_01449"
"mcbA","","putative protein McbA",581,581,1,1,4252,NA,NA,"",260,260,260,"CDDPGOFG_02636","KJAFDFOC_03592","MMJCEBPP_00724","DHLDAANJ_01858","KJPJOPGC_01102","ALBBHPCD_01097","JJJDFGFB_01841","PDACKNEK_03621","BILPJOLC_01467","HAJGLMEJ_03776","KOJKBHOL_04226","POCPDFCE_02466","KIGINCLF_03412","MCIBGAHP_03295","BIAKFFOC_03553"
"nagR_2","","HTH-type transcriptional repressor NagR",581,581,1,1,4217,NA,NA,"",725,725,725,"CDDPGOFG_02670","KJAFDFOC_03558","MMJCEBPP_00690","DHLDAANJ_01824","KJPJOPGC_01136","ALBBHPCD_01131","JJJDFGFB_01875","PDACKNEK_03587","BILPJOLC_01433","HAJGLMEJ_03810","KOJKBHOL_04260","POCPDFCE_02230","KIGINCLF_03378","MCIBGAHP_03329","BIAKFFOC_03587"
"group_5555","","hypothetical protein",581,581,1,1,6071,NA,NA,"",329,329,329,"CDDPGOFG_02327","KJAFDFOC_03035","MMJCEBPP_01370","DHLDAANJ_00568","KJPJOPGC_01387","ALBBHPCD_02820","JJJDFGFB_02112","PDACKNEK_03081","BILPJOLC_02113","HAJGLMEJ_03484","KOJKBHOL_00961","POCPDFCE_02169","KIGINCLF_01657","MCIBGAHP_02132","BIAKFFOC_03167"
"hxpB","","Hexitol phosphatase B",581,581,1,1,5323,NA,NA,"",668,668,668,"CDDPGOFG_00945","KJAFDFOC_01963","MMJCEBPP_03262","DHLDAANJ_00262","KJPJOPGC_03207","ALBBHPCD_02482","JJJDFGFB_00548","PDACKNEK_01184","BILPJOLC_00543","HAJGLMEJ_03131","KOJKBHOL_00200","POCPDFCE_00846","KIGINCLF_01137","MCIBGAHP_02681","BIAKFFOC_00864"
"rbsC","","Ribose import permease protein RbsC",581,581,1,1,1367,NA,NA,"",965,965,965,"CDDPGOFG_04575","KJAFDFOC_03225","MMJCEBPP_04382","DHLDAANJ_01523","KJPJOPGC_04327","ALBBHPCD_04131","JJJDFGFB_04265","PDACKNEK_03857","BILPJOLC_04289","HAJGLMEJ_03522","KOJKBHOL_04060","POCPDFCE_03643","KIGINCLF_03296","MCIBGAHP_04185","BIAKFFOC_03442"
"nanE2","","Putative N-acetylmannosamine-6-phosphate 2-epimerase 2",581,581,1,1,2559,NA,NA,"",689,689,689,"CDDPGOFG_03861","KJAFDFOC_01371","MMJCEBPP_00654","DHLDAANJ_00521","KJPJOPGC_00655","ALBBHPCD_00653","JJJDFGFB_00759","PDACKNEK_02320","BILPJOLC_01397","HAJGLMEJ_00400","KOJKBHOL_03487","POCPDFCE_00252","KIGINCLF_00299","MCIBGAHP_00589","BIAKFFOC_01580"
"csgF","","Curli production assembly/transport component CsgF",581,581,1,1,5522,NA,NA,"",416,416,416,"CDDPGOFG_04388","KJAFDFOC_04609","MMJCEBPP_03072","DHLDAANJ_04475","KJPJOPGC_03397","ALBBHPCD_02292","JJJDFGFB_00738","PDACKNEK_04690","BILPJOLC_00733","HAJGLMEJ_02577","KOJKBHOL_00010","POCPDFCE_04156","KIGINCLF_04613","MCIBGAHP_02871","BIAKFFOC_04606"
"atpG","","ATP synthase gamma chain",581,581,1,1,1384,NA,NA,"",863,863,863,"CDDPGOFG_03653","KJAFDFOC_03208","MMJCEBPP_04365","DHLDAANJ_01540","KJPJOPGC_04344","ALBBHPCD_04148","JJJDFGFB_04282","PDACKNEK_03840","BILPJOLC_04306","HAJGLMEJ_03539","KOJKBHOL_04077","POCPDFCE_00620","KIGINCLF_03313","MCIBGAHP_04168","BIAKFFOC_03425"
"polA","","DNA polymerase I",581,581,1,1,2213,NA,NA,"",2786,2786,2786,"CDDPGOFG_04028","KJAFDFOC_03663","MMJCEBPP_04228","DHLDAANJ_02250","KJPJOPGC_04098","ALBBHPCD_03880","JJJDFGFB_03912","PDACKNEK_04394","BILPJOLC_04190","HAJGLMEJ_02158","KOJKBHOL_04391","POCPDFCE_03254","KIGINCLF_01999","MCIBGAHP_04031","BIAKFFOC_04425"
"fimF_2","","Protein FimF",581,581,1,1,37,NA,NA,"",518,518,518,"CDDPGOFG_03987","KJAFDFOC_01690","MMJCEBPP_01569","DHLDAANJ_04274","KJPJOPGC_01187","ALBBHPCD_03310","JJJDFGFB_02311","PDACKNEK_02542","BILPJOLC_02313","HAJGLMEJ_02616","KOJKBHOL_01160","POCPDFCE_03923","KIGINCLF_02304","MCIBGAHP_03865","BIAKFFOC_02125"
"greA","","Transcription elongation factor GreA",581,581,1,1,2600,NA,NA,"",476,476,476,"CDDPGOFG_02772","KJAFDFOC_01331","MMJCEBPP_00614","DHLDAANJ_00481","KJPJOPGC_00615","ALBBHPCD_00614","JJJDFGFB_00799","PDACKNEK_02280","BILPJOLC_01357","HAJGLMEJ_00360","KOJKBHOL_03527","POCPDFCE_00292","KIGINCLF_00339","MCIBGAHP_00549","BIAKFFOC_01620"
"clsB","","Cardiolipin synthase B",581,581,1,1,4241,NA,NA,"",1241,1241,1241,"CDDPGOFG_02647","KJAFDFOC_03581","MMJCEBPP_00713","DHLDAANJ_01847","KJPJOPGC_01113","ALBBHPCD_01108","JJJDFGFB_01852","PDACKNEK_03610","BILPJOLC_01456","HAJGLMEJ_03787","KOJKBHOL_04237","POCPDFCE_02477","KIGINCLF_03401","MCIBGAHP_03306","BIAKFFOC_03564"
"lrp_1","","Leucine-responsive regulatory protein",581,581,1,1,4362,NA,NA,"",494,494,494,"CDDPGOFG_02734","KJAFDFOC_00842","MMJCEBPP_00823","DHLDAANJ_02468","KJPJOPGC_01000","ALBBHPCD_00998","JJJDFGFB_01742","PDACKNEK_00747","BILPJOLC_01566","HAJGLMEJ_01381","KOJKBHOL_01273","POCPDFCE_03653","KIGINCLF_02235","MCIBGAHP_03196","BIAKFFOC_02056"
"ydgJ","","putative oxidoreductase YdgJ",581,581,1,1,5172,NA,NA,"",1040,1040,1040,"CDDPGOFG_00582","KJAFDFOC_00639","MMJCEBPP_02006","DHLDAANJ_04339","KJPJOPGC_02008","ALBBHPCD_01557","JJJDFGFB_00407","PDACKNEK_03863","BILPJOLC_00402","HAJGLMEJ_01815","KOJKBHOL_00341","POCPDFCE_00960","KIGINCLF_02528","MCIBGAHP_00934","BIAKFFOC_03619"
"cca","","Multifunctional CCA protein",581,581,1,1,2693,NA,NA,"",1241,1241,1241,"CDDPGOFG_02862","KJAFDFOC_01241","MMJCEBPP_00524","DHLDAANJ_03883","KJPJOPGC_00525","ALBBHPCD_00524","JJJDFGFB_00889","PDACKNEK_02190","BILPJOLC_01266","HAJGLMEJ_00270","KOJKBHOL_03617","POCPDFCE_03844","KIGINCLF_00429","MCIBGAHP_00459","BIAKFFOC_01710"
"group_5568","","hypothetical protein",581,581,1,1,6146,NA,NA,"",257,257,257,"CDDPGOFG_04509","KJAFDFOC_04279","MMJCEBPP_01442","DHLDAANJ_04139","KJPJOPGC_01315","ALBBHPCD_03437","JJJDFGFB_02184","PDACKNEK_02669","BILPJOLC_02185","HAJGLMEJ_04622","KOJKBHOL_01033","POCPDFCE_04280","KIGINCLF_01585","MCIBGAHP_03738","BIAKFFOC_04179"
"ygdG","","Flap endonuclease Xni",581,581,1,1,2934,NA,NA,"",755,755,755,"CDDPGOFG_02969","KJAFDFOC_02543","MMJCEBPP_00288","DHLDAANJ_01163","KJPJOPGC_00288","ALBBHPCD_00288","JJJDFGFB_01124","PDACKNEK_00976","BILPJOLC_01030","HAJGLMEJ_00034","KOJKBHOL_03944","POCPDFCE_00354","KIGINCLF_02742","MCIBGAHP_00223","BIAKFFOC_01454"
"hutI","","Imidazolonepropionase",581,581,1,1,4215,NA,NA,"",1169,1169,1169,"CDDPGOFG_02672","KJAFDFOC_03556","MMJCEBPP_00688","DHLDAANJ_01822","KJPJOPGC_01138","ALBBHPCD_01133","JJJDFGFB_01877","PDACKNEK_03585","BILPJOLC_01431","HAJGLMEJ_03812","KOJKBHOL_04262","POCPDFCE_02232","KIGINCLF_03376","MCIBGAHP_03331","BIAKFFOC_03589"
"licR","","putative licABCH operon regulator",581,581,1,1,6079,NA,NA,"",1913,1913,1913,"CDDPGOFG_02319","KJAFDFOC_03027","MMJCEBPP_01378","DHLDAANJ_00560","KJPJOPGC_01379","ALBBHPCD_02828","JJJDFGFB_02120","PDACKNEK_03089","BILPJOLC_02121","HAJGLMEJ_03492","KOJKBHOL_00969","POCPDFCE_02177","KIGINCLF_01649","MCIBGAHP_02124","BIAKFFOC_03175"
"fliP","","Flagellar biosynthetic protein FliP",581,581,1,1,4616,NA,NA,"",737,737,737,"CDDPGOFG_01965","KJAFDFOC_02056","MMJCEBPP_01052","DHLDAANJ_02718","KJPJOPGC_00772","ALBBHPCD_00769","JJJDFGFB_01514","PDACKNEK_00517","BILPJOLC_01795","HAJGLMEJ_02968","KOJKBHOL_01501","POCPDFCE_03349","KIGINCLF_03765","MCIBGAHP_02929","BIAKFFOC_02739"
"sdhB","","Succinate dehydrogenase iron-sulfur subunit",581,581,1,1,281,NA,NA,"",716,716,716,"CDDPGOFG_01146","KJAFDFOC_03972","MMJCEBPP_03927","DHLDAANJ_03663","KJPJOPGC_04066","ALBBHPCD_03115","JJJDFGFB_04361","PDACKNEK_04321","BILPJOLC_03888","HAJGLMEJ_04277","KOJKBHOL_03308","POCPDFCE_02757","KIGINCLF_03862","MCIBGAHP_03577","BIAKFFOC_03920"
"mprA","","Transcriptional repressor MprA",581,581,1,1,3145,NA,NA,"",530,530,530,"CDDPGOFG_02895","KJAFDFOC_03523","MMJCEBPP_00123","DHLDAANJ_00715","KJPJOPGC_00123","ALBBHPCD_00123","JJJDFGFB_01289","PDACKNEK_02390","BILPJOLC_00865","HAJGLMEJ_01692","KOJKBHOL_03154","POCPDFCE_01930","KIGINCLF_01348","MCIBGAHP_00059","BIAKFFOC_03033"
"group_5575","","hypothetical protein",581,581,1,1,5784,NA,NA,"",911,911,911,"CDDPGOFG_01479","KJAFDFOC_01061","MMJCEBPP_03577","DHLDAANJ_03464","KJPJOPGC_03529","ALBBHPCD_03577","JJJDFGFB_03523","PDACKNEK_02714","BILPJOLC_03242","HAJGLMEJ_02125","KOJKBHOL_02888","POCPDFCE_02302","KIGINCLF_01529","MCIBGAHP_02490","BIAKFFOC_01875"
"dnaG","","DNA primase",581,581,1,1,2687,NA,NA,"",1745,1745,1745,"CDDPGOFG_02856","KJAFDFOC_01247","MMJCEBPP_00530","DHLDAANJ_03889","KJPJOPGC_00531","ALBBHPCD_00530","JJJDFGFB_00883","PDACKNEK_02196","BILPJOLC_01272","HAJGLMEJ_00276","KOJKBHOL_03611","POCPDFCE_04270","KIGINCLF_00423","MCIBGAHP_00465","BIAKFFOC_01704"
"cvrA","","K(+)/H(+) antiporter NhaP2",581,581,1,1,4795,NA,NA,"",1733,1733,1733,"CDDPGOFG_01710","KJAFDFOC_03337","MMJCEBPP_01670","DHLDAANJ_02599","KJPJOPGC_01674","ALBBHPCD_01222","JJJDFGFB_00071","PDACKNEK_01945","BILPJOLC_00072","HAJGLMEJ_03885","KOJKBHOL_00676","POCPDFCE_01102","KIGINCLF_02475","MCIBGAHP_04350","BIAKFFOC_02420"
"bdcR","","HTH-type transcriptional repressor BdcR",581,581,1,1,4929,NA,NA,"",590,590,590,"CDDPGOFG_00375","KJAFDFOC_00432","MMJCEBPP_01798","DHLDAANJ_01273","KJPJOPGC_01802","ALBBHPCD_01350","JJJDFGFB_00200","PDACKNEK_02073","BILPJOLC_00200","HAJGLMEJ_02736","KOJKBHOL_00548","POCPDFCE_02072","KIGINCLF_02683","MCIBGAHP_00728","BIAKFFOC_00740"
"pflA","","Pyruvate formate-lyase 1-activating enzyme",581,581,1,1,4372,NA,NA,"",797,797,797,"CDDPGOFG_02724","KJAFDFOC_00832","MMJCEBPP_00833","DHLDAANJ_02478","KJPJOPGC_00990","ALBBHPCD_00988","JJJDFGFB_01732","PDACKNEK_00737","BILPJOLC_01576","HAJGLMEJ_01391","KOJKBHOL_01283","POCPDFCE_04055","KIGINCLF_02245","MCIBGAHP_03186","BIAKFFOC_02066"
"lptD","","LPS-assembly protein LptD",581,581,1,1,2508,NA,NA,"",2360,2360,2360,"CDDPGOFG_03743","KJAFDFOC_01121","MMJCEBPP_03734","DHLDAANJ_02865","KJPJOPGC_03869","ALBBHPCD_03711","JJJDFGFB_03873","PDACKNEK_02946","BILPJOLC_03824","HAJGLMEJ_03239","KOJKBHOL_03700","POCPDFCE_01939","KIGINCLF_01756","MCIBGAHP_03513","BIAKFFOC_04052"
"rsmA","","Ribosomal RNA small subunit methyltransferase A",581,581,1,1,2511,NA,NA,"",821,821,821,"CDDPGOFG_03746","KJAFDFOC_01118","MMJCEBPP_03731","DHLDAANJ_02862","KJPJOPGC_03872","ALBBHPCD_03714","JJJDFGFB_03876","PDACKNEK_02949","BILPJOLC_03827","HAJGLMEJ_03242","KOJKBHOL_03697","POCPDFCE_01942","KIGINCLF_01753","MCIBGAHP_03516","BIAKFFOC_04055"
"rimJ","","[Ribosomal protein S5]-alanine N-acetyltransferase",581,581,1,1,5492,NA,NA,"",584,584,584,"CDDPGOFG_01108","KJAFDFOC_02323","MMJCEBPP_03099","DHLDAANJ_02096","KJPJOPGC_03370","ALBBHPCD_02319","JJJDFGFB_00711","PDACKNEK_01347","BILPJOLC_00706","HAJGLMEJ_02550","KOJKBHOL_00037","POCPDFCE_00417","KIGINCLF_03472","MCIBGAHP_02844","BIAKFFOC_01027"
"lhgD","","L-2-hydroxyglutarate dehydrogenase",581,581,1,1,3121,NA,NA,"",1268,1268,1268,"CDDPGOFG_02871","KJAFDFOC_04001","MMJCEBPP_00099","DHLDAANJ_00739","KJPJOPGC_00099","ALBBHPCD_00099","JJJDFGFB_01313","PDACKNEK_02414","BILPJOLC_00841","HAJGLMEJ_01716","KOJKBHOL_03178","POCPDFCE_01906","KIGINCLF_01324","MCIBGAHP_00035","BIAKFFOC_03009"
"idnD","","L-idonate 5-dehydrogenase (NAD(P)(+))",581,581,1,1,6114,NA,NA,"",1031,1031,1031,"CDDPGOFG_04259","KJAFDFOC_04513","MMJCEBPP_01413","DHLDAANJ_04111","KJPJOPGC_01344","ALBBHPCD_02863","JJJDFGFB_02155","PDACKNEK_03124","BILPJOLC_02156","HAJGLMEJ_04539","KOJKBHOL_01004","POCPDFCE_03607","KIGINCLF_01614","MCIBGAHP_02089","BIAKFFOC_03210"
"ybhL_2","","Inner membrane protein YbhL",581,581,1,1,4235,NA,NA,"",521,521,521,"CDDPGOFG_02652","KJAFDFOC_03576","MMJCEBPP_00708","DHLDAANJ_01842","KJPJOPGC_01118","ALBBHPCD_01113","JJJDFGFB_01857","PDACKNEK_03605","BILPJOLC_01451","HAJGLMEJ_03792","KOJKBHOL_04242","POCPDFCE_02482","KIGINCLF_03396","MCIBGAHP_03311","BIAKFFOC_03569"
"pflD","","Trans-4-hydroxy-L-proline dehydratase",581,581,1,1,4274,NA,NA,"",2432,2432,2432,"CDDPGOFG_02615","KJAFDFOC_00920","MMJCEBPP_00745","DHLDAANJ_02671","KJPJOPGC_01078","ALBBHPCD_01076","JJJDFGFB_01820","PDACKNEK_03642","BILPJOLC_01488","HAJGLMEJ_01303","KOJKBHOL_01195","POCPDFCE_03627","KIGINCLF_02157","MCIBGAHP_03274","BIAKFFOC_01978"
"ttrB","","Tetrathionate reductase subunit B",581,581,1,1,5255,NA,NA,"",734,734,734,"CDDPGOFG_00884","KJAFDFOC_02025","MMJCEBPP_03323","DHLDAANJ_00322","KJPJOPGC_03146","ALBBHPCD_02543","JJJDFGFB_00487","PDACKNEK_01123","BILPJOLC_00482","HAJGLMEJ_03590","KOJKBHOL_00261","POCPDFCE_01407","KIGINCLF_01075","MCIBGAHP_02620","BIAKFFOC_00803"
"moaE","","Molybdopterin synthase catalytic subunit",581,581,1,1,4233,NA,NA,"",452,452,452,"CDDPGOFG_02654","KJAFDFOC_03574","MMJCEBPP_00706","DHLDAANJ_01840","KJPJOPGC_01120","ALBBHPCD_01115","JJJDFGFB_01859","PDACKNEK_03603","BILPJOLC_01449","HAJGLMEJ_03794","KOJKBHOL_04244","POCPDFCE_02484","KIGINCLF_03394","MCIBGAHP_03313","BIAKFFOC_03571"
"kefC_1","","Glutathione-regulated potassium-efflux system protein KefC",581,581,1,1,1617,NA,NA,"",1805,1805,1805,"CDDPGOFG_03598","KJAFDFOC_00059","MMJCEBPP_02361","DHLDAANJ_03606","KJPJOPGC_02020","ALBBHPCD_01912","JJJDFGFB_02352","PDACKNEK_00059","BILPJOLC_02401","HAJGLMEJ_00722","KOJKBHOL_01959","POCPDFCE_02025","KIGINCLF_04363","MCIBGAHP_01019","BIAKFFOC_03784"
"cysE_1","","Serine acetyltransferase",581,581,1,1,1874,NA,NA,"",821,821,821,"CDDPGOFG_03071","KJAFDFOC_00303","MMJCEBPP_02118","DHLDAANJ_00223","KJPJOPGC_02264","ALBBHPCD_01669","JJJDFGFB_02597","PDACKNEK_00303","BILPJOLC_02645","HAJGLMEJ_00479","KOJKBHOL_01715","POCPDFCE_02729","KIGINCLF_00224","MCIBGAHP_01263","BIAKFFOC_04217"
"macB","","Macrolide export ATP-binding/permease protein MacB",581,581,1,1,4346,NA,NA,"",1946,1946,1946,"CDDPGOFG_02748","KJAFDFOC_00856","MMJCEBPP_00809","DHLDAANJ_02454","KJPJOPGC_01014","ALBBHPCD_01012","JJJDFGFB_01756","PDACKNEK_00761","BILPJOLC_01552","HAJGLMEJ_01367","KOJKBHOL_01259","POCPDFCE_03220","KIGINCLF_02221","MCIBGAHP_03210","BIAKFFOC_02042"
"glpX","","Fructose-1,6-bisphosphatase 1 class 2",581,581,1,1,2198,NA,NA,"",1010,1010,1010,"CDDPGOFG_02239","KJAFDFOC_02600","MMJCEBPP_04141","DHLDAANJ_02766","KJPJOPGC_04185","ALBBHPCD_03793","JJJDFGFB_03999","PDACKNEK_03430","BILPJOLC_04102","HAJGLMEJ_02245","KOJKBHOL_03842","POCPDFCE_01178","KIGINCLF_01912","MCIBGAHP_03944","BIAKFFOC_02891"
"group_5593","","hypothetical protein",581,581,1,1,4799,NA,NA,"",254,254,254,"CDDPGOFG_01706","KJAFDFOC_03333","MMJCEBPP_01674","DHLDAANJ_02595","KJPJOPGC_01678","ALBBHPCD_01226","JJJDFGFB_00075","PDACKNEK_01949","BILPJOLC_00076","HAJGLMEJ_03889","KOJKBHOL_00672","POCPDFCE_01106","KIGINCLF_02471","MCIBGAHP_00604","BIAKFFOC_02424"
"nth","","Endonuclease III",581,581,1,1,5183,NA,NA,"",635,635,635,"CDDPGOFG_00591","KJAFDFOC_03774","MMJCEBPP_03394","DHLDAANJ_00393","KJPJOPGC_03075","ALBBHPCD_02614","JJJDFGFB_00416","PDACKNEK_04590","BILPJOLC_00411","HAJGLMEJ_03661","KOJKBHOL_00332","POCPDFCE_00951","KIGINCLF_01004","MCIBGAHP_00943","BIAKFFOC_03628"
"group_5595","","hypothetical protein",581,581,1,1,5158,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",203,203,203,"CDDPGOFG_00568","KJAFDFOC_00625","MMJCEBPP_01992","DHLDAANJ_01438","KJPJOPGC_01994","ALBBHPCD_01543","JJJDFGFB_00393","PDACKNEK_03877","BILPJOLC_00388","HAJGLMEJ_01829","KOJKBHOL_00355","POCPDFCE_00549","KIGINCLF_02542","MCIBGAHP_00920","BIAKFFOC_00547"
"group_5596","","hypothetical protein",581,581,1,1,6172,NA,NA,"Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",467,467,467,"CDDPGOFG_04076","KJAFDFOC_04253","MMJCEBPP_01468","DHLDAANJ_04543","KJPJOPGC_01289","ALBBHPCD_03411","JJJDFGFB_02210","PDACKNEK_02643","BILPJOLC_02211","HAJGLMEJ_04526","KOJKBHOL_01059","POCPDFCE_04453","KIGINCLF_01559","MCIBGAHP_03764","BIAKFFOC_04205"
"group_5597","","hypothetical protein",581,581,1,1,3650,NA,NA,"",566,566,566,"CDDPGOFG_04208","KJAFDFOC_04146","MMJCEBPP_04423","DHLDAANJ_03011","KJPJOPGC_04514","ALBBHPCD_04401","JJJDFGFB_04468","PDACKNEK_04463","BILPJOLC_04469","HAJGLMEJ_04101","KOJKBHOL_04460","POCPDFCE_02635","KIGINCLF_04038","MCIBGAHP_04539","BIAKFFOC_03974"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase",581,581,1,1,3012,NA,NA,"",1160,1160,1160,"CDDPGOFG_03192","KJAFDFOC_04410","MMJCEBPP_00006","DHLDAANJ_04042","KJPJOPGC_00006","ALBBHPCD_00006","JJJDFGFB_01406","PDACKNEK_02507","BILPJOLC_00748","HAJGLMEJ_01809","KOJKBHOL_03271","POCPDFCE_03125","KIGINCLF_01231","MCIBGAHP_04442","BIAKFFOC_04311"
"mtr","","Tryptophan-specific transport protein",581,581,1,1,2620,NA,NA,"",1244,1244,1244,"CDDPGOFG_02792","KJAFDFOC_01311","MMJCEBPP_00594","DHLDAANJ_00461","KJPJOPGC_00595","ALBBHPCD_00594","JJJDFGFB_00819","PDACKNEK_02260","BILPJOLC_01336","HAJGLMEJ_00340","KOJKBHOL_03547","POCPDFCE_00312","KIGINCLF_00359","MCIBGAHP_00529","BIAKFFOC_01640"
"cvpA","","Colicin V production protein",581,581,1,1,3921,NA,NA,"",488,488,488,"CDDPGOFG_00251","KJAFDFOC_02211","MMJCEBPP_02480","DHLDAANJ_01971","KJPJOPGC_02483","ALBBHPCD_02031","JJJDFGFB_02816","PDACKNEK_01479","BILPJOLC_03007","HAJGLMEJ_00766","KOJKBHOL_02221","POCPDFCE_04002","KIGINCLF_00712","MCIBGAHP_01482","BIAKFFOC_00379"
"group_5601","","hypothetical protein",581,581,1,1,3113,NA,NA,"",431,431,431,"CDDPGOFG_02866","KJAFDFOC_04006","MMJCEBPP_00094","DHLDAANJ_00744","KJPJOPGC_00094","ALBBHPCD_00094","JJJDFGFB_01318","PDACKNEK_02419","BILPJOLC_00836","HAJGLMEJ_01721","KOJKBHOL_03183","POCPDFCE_01901","KIGINCLF_01319","MCIBGAHP_00030","BIAKFFOC_03004"
"yrfG","","GMP/IMP nucleotidase YrfG",581,581,1,1,1657,NA,NA,"",668,668,668,"CDDPGOFG_03560","KJAFDFOC_00097","MMJCEBPP_02323","DHLDAANJ_00018","KJPJOPGC_02058","ALBBHPCD_01874","JJJDFGFB_02390","PDACKNEK_00097","BILPJOLC_02439","HAJGLMEJ_00684","KOJKBHOL_01921","POCPDFCE_02947","KIGINCLF_00018","MCIBGAHP_01057","BIAKFFOC_01247"
"lptF","","Lipopolysaccharide export system permease protein LptF",581,581,1,1,6109,NA,NA,"",1100,1100,1100,"CDDPGOFG_04254","KJAFDFOC_04518","MMJCEBPP_01408","DHLDAANJ_04116","KJPJOPGC_01349","ALBBHPCD_02858","JJJDFGFB_02150","PDACKNEK_03119","BILPJOLC_02151","HAJGLMEJ_04544","KOJKBHOL_00999","POCPDFCE_03612","KIGINCLF_01619","MCIBGAHP_02094","BIAKFFOC_03205"
"pncB","","Nicotinate phosphoribosyltransferase",581,581,1,1,4410,NA,NA,"",1202,1202,1202,"CDDPGOFG_04651","KJAFDFOC_00798","MMJCEBPP_00868","DHLDAANJ_02828","KJPJOPGC_00956","ALBBHPCD_00954","JJJDFGFB_01698","PDACKNEK_00702","BILPJOLC_01610","HAJGLMEJ_01425","KOJKBHOL_01317","POCPDFCE_01296","KIGINCLF_03141","MCIBGAHP_03152","BIAKFFOC_04042"
"group_5605","","hypothetical protein",581,581,1,1,5797,NA,NA,"",197,197,197,"CDDPGOFG_01492","KJAFDFOC_01048","MMJCEBPP_03590","DHLDAANJ_02966","KJPJOPGC_03516","ALBBHPCD_03564","JJJDFGFB_03510","PDACKNEK_02727","BILPJOLC_03229","HAJGLMEJ_02112","KOJKBHOL_02901","POCPDFCE_03327","KIGINCLF_01516","MCIBGAHP_02503","BIAKFFOC_01888"
"dauR","","Transcriptional regulator DauR",581,581,1,1,1612,NA,NA,"",722,722,722,"CDDPGOFG_03603","KJAFDFOC_00054","MMJCEBPP_02366","DHLDAANJ_03601","KJPJOPGC_02015","ALBBHPCD_01917","JJJDFGFB_02347","PDACKNEK_00054","BILPJOLC_02396","HAJGLMEJ_00727","KOJKBHOL_01964","POCPDFCE_02030","KIGINCLF_04368","MCIBGAHP_01014","BIAKFFOC_03789"
