"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR10963338","SRR1515962","SRR14766360","SRR5666360","SRR14766372","SRR18233392","SRR23043677","SRR14766415","NDSU13","SRR14766340","SRR9301020","SRR14766411","SRR5928137","SRR12991092","SRR5905281"
"ybiS","","putative L,D-transpeptidase YbiS",581,581,1,1,4267,NA,NA,"",920,920,920,"HJPBANPH_03423","HBFNLEKM_02636","CDIKHPPE_04377","KHAGAGIB_04422","OFPOAPDN_01831","COLOCJJI_04113","ANJCIHOA_00697","FGNPIGJI_01738","GBFFMACB_04741","NLELDDOK_03910","CLMPPMAO_04149","IABIGAJC_03909","FHJCNOBE_04317","KEBBHCLF_03108","GAMKEBON_03183"
"aroB","","3-dehydroquinate synthase",581,581,1,1,1646,NA,NA,"",1088,1088,1088,"HJPBANPH_00256","HBFNLEKM_00630","CDIKHPPE_01353","KHAGAGIB_00817","OFPOAPDN_02669","COLOCJJI_01126","ANJCIHOA_01643","FGNPIGJI_01113","GBFFMACB_01635","NLELDDOK_00087","CLMPPMAO_01401","IABIGAJC_00709","FHJCNOBE_01919","KEBBHCLF_01175","GAMKEBON_00234"
"ybiI_1","","putative protein YbiI",581,581,1,1,3084,NA,NA,"",227,227,227,"HJPBANPH_01828","HBFNLEKM_01394","CDIKHPPE_03446","KHAGAGIB_02885","OFPOAPDN_00813","COLOCJJI_00601","ANJCIHOA_00026","FGNPIGJI_00601","GBFFMACB_04708","NLELDDOK_02581","CLMPPMAO_00601","IABIGAJC_00602","FHJCNOBE_02322","KEBBHCLF_02499","GAMKEBON_00713"
"yqaA","","Inner membrane protein YqaA",581,581,1,1,3151,NA,NA,"",425,425,425,"HJPBANPH_01766","HBFNLEKM_01708","CDIKHPPE_02428","KHAGAGIB_02823","OFPOAPDN_00876","COLOCJJI_00539","ANJCIHOA_00088","FGNPIGJI_00539","GBFFMACB_02865","NLELDDOK_04196","CLMPPMAO_00539","IABIGAJC_00540","FHJCNOBE_02260","KEBBHCLF_02437","GAMKEBON_00651"
"bioH","","Pimeloyl-[acyl-carrier protein] methyl ester esterase",581,581,1,1,1672,NA,NA,"",770,770,770,"HJPBANPH_00279","HBFNLEKM_00607","CDIKHPPE_00005","KHAGAGIB_00794","OFPOAPDN_02646","COLOCJJI_01149","ANJCIHOA_01666","FGNPIGJI_01136","GBFFMACB_01658","NLELDDOK_00110","CLMPPMAO_01378","IABIGAJC_00732","FHJCNOBE_01942","KEBBHCLF_01152","GAMKEBON_00211"
"zapB","","Cell division protein ZapB",581,581,1,1,2195,NA,NA,"",239,239,239,"HJPBANPH_02606","HBFNLEKM_01759","CDIKHPPE_03065","KHAGAGIB_03186","OFPOAPDN_04039","COLOCJJI_03393","ANJCIHOA_04137","FGNPIGJI_03848","GBFFMACB_02395","NLELDDOK_02291","CLMPPMAO_03881","IABIGAJC_03452","FHJCNOBE_03252","KEBBHCLF_03903","GAMKEBON_01137"
"mdtH","","Multidrug resistance protein MdtH",581,581,1,1,5493,NA,NA,"",1208,1208,1208,"HJPBANPH_02945","HBFNLEKM_02411","CDIKHPPE_00665","KHAGAGIB_02674","OFPOAPDN_00711","COLOCJJI_03733","ANJCIHOA_03100","FGNPIGJI_03649","GBFFMACB_01997","NLELDDOK_03327","CLMPPMAO_02095","IABIGAJC_03769","FHJCNOBE_03828","KEBBHCLF_03003","GAMKEBON_01681"
"galE","","UDP-glucose 4-epimerase",581,581,1,1,4203,NA,NA,"",1016,1016,1016,"HJPBANPH_03484","HBFNLEKM_02575","CDIKHPPE_01214","KHAGAGIB_04582","OFPOAPDN_01893","COLOCJJI_04174","ANJCIHOA_00636","FGNPIGJI_01799","GBFFMACB_03168","NLELDDOK_03849","CLMPPMAO_04210","IABIGAJC_03970","FHJCNOBE_04378","KEBBHCLF_03047","GAMKEBON_03122"
"modF","","ABC transporter ATP-binding protein ModF",581,581,1,1,4205,NA,NA,"",1475,1475,1475,"HJPBANPH_03482","HBFNLEKM_02577","CDIKHPPE_01216","KHAGAGIB_04580","OFPOAPDN_01891","COLOCJJI_04172","ANJCIHOA_00638","FGNPIGJI_01797","GBFFMACB_03170","NLELDDOK_03851","CLMPPMAO_04208","IABIGAJC_03968","FHJCNOBE_04376","KEBBHCLF_03049","GAMKEBON_03124"
"group_5618","","hypothetical protein",581,581,1,1,5921,NA,NA,"",389,389,389,"HJPBANPH_02037","HBFNLEKM_01063","CDIKHPPE_02581","KHAGAGIB_03459","OFPOAPDN_03706","COLOCJJI_02392","ANJCIHOA_03446","FGNPIGJI_02970","GBFFMACB_02960","NLELDDOK_01821","CLMPPMAO_02469","IABIGAJC_02411","FHJCNOBE_02883","KEBBHCLF_02543","GAMKEBON_01198"
"amyA","","Cytoplasmic alpha-amylase",581,581,1,1,4632,NA,NA,"",1484,1484,1484,"HJPBANPH_01465","HBFNLEKM_02215","CDIKHPPE_04158","KHAGAGIB_00328","OFPOAPDN_01502","COLOCJJI_03628","ANJCIHOA_01027","FGNPIGJI_03715","GBFFMACB_02262","NLELDDOK_02073","CLMPPMAO_03689","IABIGAJC_02173","FHJCNOBE_00087","KEBBHCLF_03632","GAMKEBON_03385"
"cysE_2","","Serine acetyltransferase",581,581,1,1,5783,NA,NA,"",488,488,488,"HJPBANPH_02122","HBFNLEKM_01148","CDIKHPPE_01784","KHAGAGIB_04528","OFPOAPDN_03621","COLOCJJI_02477","ANJCIHOA_03531","FGNPIGJI_02885","GBFFMACB_04082","NLELDDOK_01906","CLMPPMAO_02554","IABIGAJC_02326","FHJCNOBE_02968","KEBBHCLF_02628","GAMKEBON_01283"
"surE","","5'/3'-nucleotidase SurE",581,581,1,1,2988,NA,NA,"",761,761,761,"HJPBANPH_01659","HBFNLEKM_01601","CDIKHPPE_01980","KHAGAGIB_02716","OFPOAPDN_00984","COLOCJJI_00432","ANJCIHOA_00195","FGNPIGJI_00432","GBFFMACB_02188","NLELDDOK_00856","CLMPPMAO_00432","IABIGAJC_00433","FHJCNOBE_02153","KEBBHCLF_02330","GAMKEBON_00544"
"plsC","","1-acyl-sn-glycerol-3-phosphate acyltransferase",581,581,1,1,2724,NA,NA,"",737,737,737,"HJPBANPH_01064","HBFNLEKM_00743","CDIKHPPE_01436","KHAGAGIB_01143","OFPOAPDN_01241","COLOCJJI_00175","ANJCIHOA_00452","FGNPIGJI_00175","GBFFMACB_00557","NLELDDOK_04095","CLMPPMAO_00175","IABIGAJC_00176","FHJCNOBE_00643","KEBBHCLF_02051","GAMKEBON_02305"
"nei","","Endonuclease 8",581,581,1,1,287,NA,NA,"",791,791,791,"HJPBANPH_04226","HBFNLEKM_03942","CDIKHPPE_03268","KHAGAGIB_04228","OFPOAPDN_04422","COLOCJJI_03160","ANJCIHOA_04053","FGNPIGJI_03048","GBFFMACB_00038","NLELDDOK_04349","CLMPPMAO_04284","IABIGAJC_04359","FHJCNOBE_04455","KEBBHCLF_03818","GAMKEBON_03886"
"group_5624","","ISNCY family transposase ISRor2",581,581,1,1,1478,NA,NA,"",941,941,941,"HJPBANPH_03390","HBFNLEKM_03441","CDIKHPPE_01628","KHAGAGIB_00530","OFPOAPDN_02384","COLOCJJI_01414","ANJCIHOA_01930","FGNPIGJI_01399","GBFFMACB_03758","NLELDDOK_03540","CLMPPMAO_01114","IABIGAJC_00996","FHJCNOBE_03638","KEBBHCLF_00888","GAMKEBON_03726"
"sulA","","Cell division inhibitor SulA",581,581,1,1,4489,NA,NA,"",509,509,509,"HJPBANPH_01932","HBFNLEKM_03856","CDIKHPPE_02398","KHAGAGIB_00198","OFPOAPDN_01632","COLOCJJI_01980","ANJCIHOA_00897","FGNPIGJI_01539","GBFFMACB_03848","NLELDDOK_02996","CLMPPMAO_02328","IABIGAJC_02996","FHJCNOBE_00217","KEBBHCLF_03502","GAMKEBON_02954"
"prlC","","Oligopeptidase A",581,581,1,1,1759,NA,NA,"",2042,2042,2042,"HJPBANPH_00364","HBFNLEKM_00522","CDIKHPPE_00090","KHAGAGIB_00709","OFPOAPDN_02562","COLOCJJI_01234","ANJCIHOA_01751","FGNPIGJI_01221","GBFFMACB_01743","NLELDDOK_00195","CLMPPMAO_01293","IABIGAJC_00817","FHJCNOBE_02027","KEBBHCLF_01067","GAMKEBON_00126"
"dgoK1","","putative 2-dehydro-3-deoxygalactonokinase DgoK1",581,581,1,1,1418,NA,NA,"",878,878,878,"HJPBANPH_03217","HBFNLEKM_02556","CDIKHPPE_00999","KHAGAGIB_04007","OFPOAPDN_04329","COLOCJJI_04101","ANJCIHOA_04331","FGNPIGJI_04085","GBFFMACB_03105","NLELDDOK_03830","CLMPPMAO_04002","IABIGAJC_04155","FHJCNOBE_04170","KEBBHCLF_04142","GAMKEBON_02979"
"ygiN","","putative quinol monooxygenase YgiN",581,581,1,1,2717,NA,NA,"",314,314,314,"HJPBANPH_01071","HBFNLEKM_00736","CDIKHPPE_01443","KHAGAGIB_01150","OFPOAPDN_01248","COLOCJJI_00168","ANJCIHOA_00459","FGNPIGJI_00168","GBFFMACB_00564","NLELDDOK_04088","CLMPPMAO_00168","IABIGAJC_00169","FHJCNOBE_00650","KEBBHCLF_02058","GAMKEBON_02298"
"fldA","","Flavodoxin 1",581,581,1,1,309,NA,NA,"",530,530,530,"HJPBANPH_02287","HBFNLEKM_02014","CDIKHPPE_01143","KHAGAGIB_03241","OFPOAPDN_04223","COLOCJJI_03181","ANJCIHOA_04032","FGNPIGJI_03069","GBFFMACB_00059","NLELDDOK_03409","CLMPPMAO_03343","IABIGAJC_03557","FHJCNOBE_03549","KEBBHCLF_03797","GAMKEBON_02365"
"group_5630","","hypothetical protein",581,581,1,1,6118,NA,NA,"",248,248,248,"HJPBANPH_00208","HBFNLEKM_04092","CDIKHPPE_03913","KHAGAGIB_04554","OFPOAPDN_02163","COLOCJJI_00823","ANJCIHOA_01294","FGNPIGJI_02288","GBFFMACB_01178","NLELDDOK_04438","CLMPPMAO_03479","IABIGAJC_02660","FHJCNOBE_01682","KEBBHCLF_00181","GAMKEBON_04379"
"group_5631","","hypothetical protein",581,581,1,1,2631,NA,NA,"",635,635,635,"HJPBANPH_01154","HBFNLEKM_01921","CDIKHPPE_00785","KHAGAGIB_01233","OFPOAPDN_01331","COLOCJJI_00085","ANJCIHOA_00542","FGNPIGJI_00085","GBFFMACB_00647","NLELDDOK_02436","CLMPPMAO_00085","IABIGAJC_00086","FHJCNOBE_00733","KEBBHCLF_02141","GAMKEBON_01479"
"pxpA","","5-oxoprolinase subunit A",581,581,1,1,288,NA,NA,"",734,734,734,"HJPBANPH_04225","HBFNLEKM_03943","CDIKHPPE_03267","KHAGAGIB_04227","OFPOAPDN_04423","COLOCJJI_03161","ANJCIHOA_04052","FGNPIGJI_03049","GBFFMACB_00039","NLELDDOK_04348","CLMPPMAO_04283","IABIGAJC_04360","FHJCNOBE_04454","KEBBHCLF_03817","GAMKEBON_03885"
"qseB","","Transcriptional regulatory protein QseB",581,581,1,1,2720,NA,NA,"",659,659,659,"HJPBANPH_01068","HBFNLEKM_00739","CDIKHPPE_01440","KHAGAGIB_01147","OFPOAPDN_01245","COLOCJJI_00171","ANJCIHOA_00456","FGNPIGJI_00171","GBFFMACB_00561","NLELDDOK_04091","CLMPPMAO_00171","IABIGAJC_00172","FHJCNOBE_00647","KEBBHCLF_02055","GAMKEBON_02301"
"nadE","","NH(3)-dependent NAD(+) synthetase",581,581,1,1,5336,NA,NA,"",827,827,827,"HJPBANPH_00955","HBFNLEKM_04448","CDIKHPPE_00338","KHAGAGIB_02522","OFPOAPDN_00559","COLOCJJI_02970","ANJCIHOA_03252","FGNPIGJI_03359","GBFFMACB_02743","NLELDDOK_01524","CLMPPMAO_01943","IABIGAJC_02742","FHJCNOBE_02689","KEBBHCLF_02851","GAMKEBON_01740"
"yidH","","Inner membrane protein YidH",581,581,1,1,1443,NA,NA,"",347,347,347,"HJPBANPH_03355","HBFNLEKM_03406","CDIKHPPE_01593","KHAGAGIB_00495","OFPOAPDN_02349","COLOCJJI_01449","ANJCIHOA_01965","FGNPIGJI_01434","GBFFMACB_03723","NLELDDOK_03505","CLMPPMAO_01079","IABIGAJC_01031","FHJCNOBE_03673","KEBBHCLF_00853","GAMKEBON_03761"
"moeB","","Molybdopterin-synthase adenylyltransferase",581,581,1,1,4276,NA,NA,"",749,749,749,"HJPBANPH_02236","HBFNLEKM_03393","CDIKHPPE_03950","KHAGAGIB_00008","OFPOAPDN_01822","COLOCJJI_01790","ANJCIHOA_00706","FGNPIGJI_01729","GBFFMACB_04407","NLELDDOK_01772","CLMPPMAO_02138","IABIGAJC_03900","FHJCNOBE_00407","KEBBHCLF_03117","GAMKEBON_04480"
"yfhM","","Alpha-2-macroglobulin",581,581,1,1,4127,NA,NA,"",4661,4661,4661,"HJPBANPH_02753","HBFNLEKM_00278","CDIKHPPE_02256","KHAGAGIB_03837","OFPOAPDN_02781","COLOCJJI_03886","ANJCIHOA_02663","FGNPIGJI_02687","GBFFMACB_01037","NLELDDOK_03169","CLMPPMAO_01718","IABIGAJC_03819","FHJCNOBE_01103","KEBBHCLF_01501","GAMKEBON_04193"
"glaH_2","","Glutarate 2-hydroxylase",581,581,1,1,3116,NA,NA,"",389,389,389,"HJPBANPH_01798","HBFNLEKM_01424","CDIKHPPE_03885","KHAGAGIB_02855","OFPOAPDN_00844","COLOCJJI_00571","ANJCIHOA_00056","FGNPIGJI_00571","GBFFMACB_02833","NLELDDOK_02551","CLMPPMAO_00571","IABIGAJC_00572","FHJCNOBE_02292","KEBBHCLF_02469","GAMKEBON_00683"
"rhaB","","Rhamnulokinase",581,581,1,1,2266,NA,NA,"",1469,1469,1469,"HJPBANPH_02646","HBFNLEKM_01719","CDIKHPPE_04246","KHAGAGIB_03146","OFPOAPDN_03999","COLOCJJI_03353","ANJCIHOA_04177","FGNPIGJI_04210","GBFFMACB_02435","NLELDDOK_02331","CLMPPMAO_04688","IABIGAJC_03492","FHJCNOBE_03212","KEBBHCLF_03943","GAMKEBON_01097"
"abaF","","Fosfomycin resistance protein AbaF",581,581,1,1,2378,NA,NA,"",803,803,803,"HJPBANPH_00654","HBFNLEKM_02859","CDIKHPPE_01473","KHAGAGIB_04126","OFPOAPDN_03905","COLOCJJI_03477","ANJCIHOA_03743","FGNPIGJI_04169","GBFFMACB_03381","NLELDDOK_01215","CLMPPMAO_03954","IABIGAJC_04284","FHJCNOBE_04405","KEBBHCLF_03279","GAMKEBON_03522"
"ttdA_2","","L(+)-tartrate dehydratase subunit alpha",581,581,1,1,1943,NA,NA,"",899,899,899,"HJPBANPH_03992","HBFNLEKM_03525","CDIKHPPE_04414","KHAGAGIB_04379","OFPOAPDN_04436","COLOCJJI_04442","ANJCIHOA_04582","FGNPIGJI_04364","GBFFMACB_03662","NLELDDOK_04240","CLMPPMAO_04455","IABIGAJC_04464","FHJCNOBE_04494","KEBBHCLF_04443","GAMKEBON_03961"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",581,581,1,1,2376,NA,NA,"",824,824,824,"HJPBANPH_00652","HBFNLEKM_02857","CDIKHPPE_01475","KHAGAGIB_04124","OFPOAPDN_03907","COLOCJJI_03475","ANJCIHOA_03741","FGNPIGJI_04171","GBFFMACB_03379","NLELDDOK_01213","CLMPPMAO_03956","IABIGAJC_04286","FHJCNOBE_04407","KEBBHCLF_03277","GAMKEBON_03520"
"group_5643","","hypothetical protein",581,581,1,1,4238,NA,NA,"",170,170,170,"HJPBANPH_03451","HBFNLEKM_02608","CDIKHPPE_01247","KHAGAGIB_04450","OFPOAPDN_01859","COLOCJJI_04141","ANJCIHOA_00669","FGNPIGJI_01766","GBFFMACB_03201","NLELDDOK_03882","CLMPPMAO_04177","IABIGAJC_03937","FHJCNOBE_04345","KEBBHCLF_03080","GAMKEBON_03155"
"slyX","","Protein SlyX",581,581,1,1,1614,NA,NA,"",218,218,218,"HJPBANPH_00225","HBFNLEKM_00661","CDIKHPPE_01384","KHAGAGIB_00848","OFPOAPDN_02700","COLOCJJI_01095","ANJCIHOA_01612","FGNPIGJI_01082","GBFFMACB_01604","NLELDDOK_00056","CLMPPMAO_01432","IABIGAJC_00678","FHJCNOBE_01888","KEBBHCLF_01206","GAMKEBON_00265"
"ywrO","","General stress protein 14",581,581,1,1,1618,NA,NA,"",551,551,551,"HJPBANPH_00229","HBFNLEKM_00657","CDIKHPPE_01380","KHAGAGIB_00844","OFPOAPDN_02696","COLOCJJI_01099","ANJCIHOA_01616","FGNPIGJI_01086","GBFFMACB_01608","NLELDDOK_00060","CLMPPMAO_01428","IABIGAJC_00682","FHJCNOBE_01892","KEBBHCLF_01202","GAMKEBON_00261"
"torC","","Cytochrome c-type protein TorC",581,581,1,1,1425,NA,NA,"",1184,1184,1184,"HJPBANPH_03210","HBFNLEKM_02563","CDIKHPPE_01006","KHAGAGIB_04014","OFPOAPDN_04322","COLOCJJI_04108","ANJCIHOA_04324","FGNPIGJI_04092","GBFFMACB_03098","NLELDDOK_03837","CLMPPMAO_03995","IABIGAJC_04148","FHJCNOBE_04163","KEBBHCLF_04149","GAMKEBON_02972"
"yceO","","putative protein YceO",581,581,1,1,5500,NA,NA,"",113,113,113,"HJPBANPH_02952","HBFNLEKM_02418","CDIKHPPE_00672","KHAGAGIB_02681","OFPOAPDN_00718","COLOCJJI_03740","ANJCIHOA_03093","FGNPIGJI_03656","GBFFMACB_02004","NLELDDOK_03320","CLMPPMAO_02102","IABIGAJC_03776","FHJCNOBE_03821","KEBBHCLF_03010","GAMKEBON_01688"
"group_5648","","hypothetical protein",581,581,1,1,5882,NA,NA,"",467,467,467,"HJPBANPH_02076","HBFNLEKM_01102","CDIKHPPE_03102","KHAGAGIB_03420","OFPOAPDN_03667","COLOCJJI_02431","ANJCIHOA_03485","FGNPIGJI_02931","GBFFMACB_02999","NLELDDOK_01860","CLMPPMAO_02508","IABIGAJC_02372","FHJCNOBE_02922","KEBBHCLF_02582","GAMKEBON_01237"
"yhbE","","putative inner membrane transporter YhbE",581,581,1,1,2595,NA,NA,"",890,890,890,"HJPBANPH_01189","HBFNLEKM_01956","CDIKHPPE_00750","KHAGAGIB_01269","OFPOAPDN_01366","COLOCJJI_00050","ANJCIHOA_00577","FGNPIGJI_00050","GBFFMACB_00682","NLELDDOK_02471","CLMPPMAO_00050","IABIGAJC_00051","FHJCNOBE_00768","KEBBHCLF_02176","GAMKEBON_01514"
"dmlR_7","","HTH-type transcriptional regulator DmlR",581,581,1,1,1955,NA,NA,"",929,929,929,"HJPBANPH_04004","HBFNLEKM_03537","CDIKHPPE_02671","KHAGAGIB_04391","OFPOAPDN_04448","COLOCJJI_04430","ANJCIHOA_04570","FGNPIGJI_04376","GBFFMACB_03650","NLELDDOK_04228","CLMPPMAO_04443","IABIGAJC_04452","FHJCNOBE_04506","KEBBHCLF_04431","GAMKEBON_03949"
"yedJ","","putative protein YedJ",581,581,1,1,4601,NA,NA,"",695,695,695,"HJPBANPH_01436","HBFNLEKM_02187","CDIKHPPE_03694","KHAGAGIB_00299","OFPOAPDN_01531","COLOCJJI_03657","ANJCIHOA_00998","FGNPIGJI_03686","GBFFMACB_02233","NLELDDOK_02102","CLMPPMAO_03718","IABIGAJC_02202","FHJCNOBE_00116","KEBBHCLF_03603","GAMKEBON_03356"
"pmbA","","Metalloprotease PmbA",581,581,1,1,6069,NA,NA,"",1352,1352,1352,"HJPBANPH_00158","HBFNLEKM_01554","CDIKHPPE_02743","KHAGAGIB_02412","OFPOAPDN_02113","COLOCJJI_00873","ANJCIHOA_01344","FGNPIGJI_02238","GBFFMACB_01228","NLELDDOK_02676","CLMPPMAO_03529","IABIGAJC_02610","FHJCNOBE_01732","KEBBHCLF_00231","GAMKEBON_01922"
"levE","","PTS system fructose-specific EIIB component",581,581,1,1,1473,NA,NA,"",485,485,485,"HJPBANPH_03385","HBFNLEKM_03436","CDIKHPPE_01623","KHAGAGIB_00525","OFPOAPDN_02379","COLOCJJI_01419","ANJCIHOA_01935","FGNPIGJI_01404","GBFFMACB_03753","NLELDDOK_03535","CLMPPMAO_01109","IABIGAJC_01001","FHJCNOBE_03643","KEBBHCLF_00883","GAMKEBON_03731"
"eutM","","Ethanolamine utilization protein EutM",581,581,1,1,4033,NA,NA,"",290,290,290,"HJPBANPH_03061","HBFNLEKM_00211","CDIKHPPE_00191","KHAGAGIB_01979","OFPOAPDN_02848","COLOCJJI_02132","ANJCIHOA_02595","FGNPIGJI_02620","GBFFMACB_01104","NLELDDOK_03244","CLMPPMAO_01651","IABIGAJC_01711","FHJCNOBE_01036","KEBBHCLF_01434","GAMKEBON_01990"
"group_5655","","hypothetical protein",581,581,1,1,4168,NA,NA,"",1067,1067,1067,"HJPBANPH_02260","HBFNLEKM_00240","CDIKHPPE_00162","KHAGAGIB_01950","OFPOAPDN_02819","COLOCJJI_02103","ANJCIHOA_02624","FGNPIGJI_02649","GBFFMACB_01075","NLELDDOK_03273","CLMPPMAO_01680","IABIGAJC_01682","FHJCNOBE_01065","KEBBHCLF_01463","GAMKEBON_01961"
"ydjF_2","","putative HTH-type transcriptional regulator YdjF",581,581,1,1,5357,NA,NA,"",758,758,758,"HJPBANPH_00975","HBFNLEKM_03970","CDIKHPPE_00358","KHAGAGIB_02542","OFPOAPDN_00579","COLOCJJI_02950","ANJCIHOA_03232","FGNPIGJI_03379","GBFFMACB_03479","NLELDDOK_01544","CLMPPMAO_01963","IABIGAJC_02722","FHJCNOBE_02669","KEBBHCLF_02871","GAMKEBON_01720"
"mhbM","","3-hydroxybenzoate 6-hydroxylase",581,581,1,1,5899,NA,NA,"",1193,1193,1193,"HJPBANPH_02059","HBFNLEKM_01085","CDIKHPPE_03085","KHAGAGIB_03437","OFPOAPDN_03684","COLOCJJI_02414","ANJCIHOA_03468","FGNPIGJI_02948","GBFFMACB_02982","NLELDDOK_01843","CLMPPMAO_02491","IABIGAJC_02389","FHJCNOBE_02905","KEBBHCLF_02565","GAMKEBON_01220"
"yihS","","Sulfoquinovose isomerase",581,581,1,1,2235,NA,NA,"",1241,1241,1241,"HJPBANPH_02675","HBFNLEKM_03231","CDIKHPPE_02118","KHAGAGIB_03117","OFPOAPDN_03970","COLOCJJI_03324","ANJCIHOA_04206","FGNPIGJI_04239","GBFFMACB_04526","NLELDDOK_02360","CLMPPMAO_04342","IABIGAJC_03521","FHJCNOBE_03183","KEBBHCLF_03972","GAMKEBON_01068"
"fixX_2","","Ferredoxin-like protein FixX",581,581,1,1,2519,NA,NA,"",287,287,287,"HJPBANPH_00790","HBFNLEKM_03502","CDIKHPPE_03168","KHAGAGIB_03068","OFPOAPDN_03768","COLOCJJI_04275","ANJCIHOA_03879","FGNPIGJI_03511","GBFFMACB_04209","NLELDDOK_01351","CLMPPMAO_03451","IABIGAJC_03384","FHJCNOBE_03134","KEBBHCLF_03415","GAMKEBON_01332"
"yebV","","putative protein YebV",581,581,1,1,4744,NA,NA,"",239,239,239,"HJPBANPH_01575","HBFNLEKM_04278","CDIKHPPE_03743","KHAGAGIB_04083","OFPOAPDN_00022","COLOCJJI_02871","ANJCIHOA_02354","FGNPIGJI_00689","GBFFMACB_01574","NLELDDOK_04477","CLMPPMAO_00689","IABIGAJC_02020","FHJCNOBE_04011","KEBBHCLF_04174","GAMKEBON_03273"
"COQ3","","Ubiquinone biosynthesis O-methyltransferase, mitochondrial",581,581,1,1,6145,NA,NA,"",1625,1625,1625,"HJPBANPH_02546","HBFNLEKM_01806","CDIKHPPE_03202","KHAGAGIB_04364","OFPOAPDN_02186","COLOCJJI_00800","ANJCIHOA_01271","FGNPIGJI_02311","GBFFMACB_03418","NLELDDOK_04536","CLMPPMAO_02907","IABIGAJC_03254","FHJCNOBE_01659","KEBBHCLF_00158","GAMKEBON_04071"
"ail_4","","Attachment invasion locus protein",581,581,1,1,3643,NA,NA,"",497,497,497,"HJPBANPH_04202","HBFNLEKM_03661","CDIKHPPE_03429","KHAGAGIB_00459","OFPOAPDN_04490","COLOCJJI_04358","ANJCIHOA_04528","FGNPIGJI_04418","GBFFMACB_03674","NLELDDOK_01943","CLMPPMAO_04532","IABIGAJC_02043","FHJCNOBE_04575","KEBBHCLF_04524","GAMKEBON_03831"
"rstB","","Sensor protein RstB",581,581,1,1,5164,NA,NA,"",1301,1301,1301,"HJPBANPH_03929","HBFNLEKM_02286","CDIKHPPE_04104","KHAGAGIB_01629","OFPOAPDN_00398","COLOCJJI_03777","ANJCIHOA_01979","FGNPIGJI_01065","GBFFMACB_00914","NLELDDOK_04527","CLMPPMAO_01065","IABIGAJC_01650","FHJCNOBE_04686","KEBBHCLF_00525","GAMKEBON_03105"
"osmY_1","","Osmotically-inducible protein Y",581,581,1,1,2632,NA,NA,"",575,575,575,"HJPBANPH_01153","HBFNLEKM_01920","CDIKHPPE_00786","KHAGAGIB_01232","OFPOAPDN_01330","COLOCJJI_00086","ANJCIHOA_00541","FGNPIGJI_00086","GBFFMACB_00646","NLELDDOK_02435","CLMPPMAO_00086","IABIGAJC_00087","FHJCNOBE_00732","KEBBHCLF_02140","GAMKEBON_01478"
"tdh","","L-threonine 3-dehydrogenase",581,581,1,1,1884,NA,NA,"",1025,1025,1025,"HJPBANPH_02803","HBFNLEKM_00406","CDIKHPPE_03286","KHAGAGIB_00592","OFPOAPDN_02446","COLOCJJI_01352","ANJCIHOA_01868","FGNPIGJI_01337","GBFFMACB_02589","NLELDDOK_00311","CLMPPMAO_01176","IABIGAJC_00934","FHJCNOBE_03576","KEBBHCLF_00950","GAMKEBON_00010"
"mdh_1","","NAD-dependent methanol dehydrogenase",581,581,1,1,4029,NA,NA,"",1187,1187,1187,"HJPBANPH_03065","HBFNLEKM_00207","CDIKHPPE_00195","KHAGAGIB_01983","OFPOAPDN_02852","COLOCJJI_02136","ANJCIHOA_02591","FGNPIGJI_02616","GBFFMACB_01108","NLELDDOK_03240","CLMPPMAO_01647","IABIGAJC_01715","FHJCNOBE_01032","KEBBHCLF_01430","GAMKEBON_01994"
"topA_1","","DNA topoisomerase 1",581,581,1,1,4884,NA,NA,"",2597,2597,2597,"HJPBANPH_03510","HBFNLEKM_03883","CDIKHPPE_02794","KHAGAGIB_01388","OFPOAPDN_00157","COLOCJJI_02737","ANJCIHOA_02220","FGNPIGJI_00824","GBFFMACB_01440","NLELDDOK_01060","CLMPPMAO_00824","IABIGAJC_01409","FHJCNOBE_02458","KEBBHCLF_00765","GAMKEBON_00972"
"cobQ","","Cobyric acid synthase",581,581,1,1,5678,NA,NA,"",1520,1520,1520,"HJPBANPH_03337","HBFNLEKM_03571","CDIKHPPE_03125","KHAGAGIB_03567","OFPOAPDN_03524","COLOCJJI_02574","ANJCIHOA_03628","FGNPIGJI_02788","GBFFMACB_04617","NLELDDOK_03704","CLMPPMAO_02651","IABIGAJC_02229","FHJCNOBE_03726","KEBBHCLF_02725","GAMKEBON_02659"
"group_5669","","hypothetical protein",581,581,1,1,3636,NA,NA,"",716,716,716,"HJPBANPH_04209","HBFNLEKM_03668","CDIKHPPE_03436","KHAGAGIB_00466","OFPOAPDN_04483","COLOCJJI_04351","ANJCIHOA_04535","FGNPIGJI_04411","GBFFMACB_03667","NLELDDOK_01936","CLMPPMAO_04525","IABIGAJC_02036","FHJCNOBE_04582","KEBBHCLF_04531","GAMKEBON_03824"
