"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR14766433","SRR3037491","SRR8280066","SRR14766463","SRR11101205","SRR8280071","SRR14766430","SRR14766401","SRR14766385","SRR5350414","SRR2911779","SRR1514770","NDSU10","SRR11068404","SRR19317097"
"trmO","","tRNA (adenine(37)-N6)-methyltransferase",581,581,1,1,2345,NA,NA,"",707,707,707,"JOCLDNKJ_04026","GJABAPEG_03608","FLNDLMAF_03205","GIMAHOAG_02511","GGECDONP_04141","KGBCLIJM_03873","GHDKDIHM_04053","PDDJGGLI_03884","HLFBFLHK_02418","ILNMAOIA_04258","OJHJBKHD_04304","PNDPEECJ_02873","PGKCJFEA_02562","NHHFDHOA_04267","OKIGJMAO_03663"
"wcaJ","","UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase",581,581,1,1,5772,NA,NA,"",1394,1394,1394,"JOCLDNKJ_01627","GJABAPEG_02745","FLNDLMAF_02821","GIMAHOAG_02923","GGECDONP_02113","KGBCLIJM_01785","GHDKDIHM_03291","PDDJGGLI_03048","HLFBFLHK_03755","ILNMAOIA_02840","OJHJBKHD_02923","PNDPEECJ_03155","PGKCJFEA_00977","NHHFDHOA_03495","OKIGJMAO_01804"
"yciO","","putative protein YciO",581,581,1,1,4878,NA,NA,"",620,620,620,"JOCLDNKJ_00559","GJABAPEG_00596","FLNDLMAF_01059","GIMAHOAG_01858","GGECDONP_01802","KGBCLIJM_02047","GHDKDIHM_02295","PDDJGGLI_01366","HLFBFLHK_03636","ILNMAOIA_03177","OJHJBKHD_02886","PNDPEECJ_03176","PGKCJFEA_00708","NHHFDHOA_00700","OKIGJMAO_00063"
"uxaA","","Altronate dehydratase",581,581,1,1,349,NA,NA,"",290,290,290,"JOCLDNKJ_01708","GJABAPEG_04042","FLNDLMAF_03486","GIMAHOAG_03677","GGECDONP_03069","KGBCLIJM_02938","GHDKDIHM_03003","PDDJGGLI_03994","HLFBFLHK_01418","ILNMAOIA_03609","OJHJBKHD_03563","PNDPEECJ_01535","PGKCJFEA_03077","NHHFDHOA_02542","OKIGJMAO_02666"
"engB","","putative GTP-binding protein EngB",581,581,1,1,2214,NA,NA,"",632,632,632,"JOCLDNKJ_02243","GJABAPEG_03943","FLNDLMAF_04044","GIMAHOAG_03195","GGECDONP_04494","KGBCLIJM_02583","GHDKDIHM_04185","PDDJGGLI_04221","HLFBFLHK_02544","ILNMAOIA_03419","OJHJBKHD_03352","PNDPEECJ_03560","PGKCJFEA_03833","NHHFDHOA_03237","OKIGJMAO_03775"
"relE_1","","mRNA interferase toxin RelE",581,581,1,1,6081,NA,NA,"",284,284,284,"JOCLDNKJ_02687","GJABAPEG_01640","FLNDLMAF_03183","GIMAHOAG_00819","GGECDONP_02499","KGBCLIJM_00951","GHDKDIHM_00625","PDDJGGLI_00886","HLFBFLHK_00804","ILNMAOIA_01629","OJHJBKHD_00181","PNDPEECJ_02029","PGKCJFEA_02256","NHHFDHOA_00219","OKIGJMAO_01240"
"ibpB","","Small heat shock protein IbpB",581,581,1,1,1441,NA,NA,"",428,428,428,"JOCLDNKJ_03028","GJABAPEG_02221","FLNDLMAF_00499","GIMAHOAG_00363","GGECDONP_03215","KGBCLIJM_03158","GHDKDIHM_00847","PDDJGGLI_01880","HLFBFLHK_03185","ILNMAOIA_00411","OJHJBKHD_00409","PNDPEECJ_02557","PGKCJFEA_01291","NHHFDHOA_03803","OKIGJMAO_03886"
"lsrA","","Autoinducer 2 import ATP-binding protein LsrA",581,581,1,1,2294,NA,NA,"",1535,1535,1535,"JOCLDNKJ_02168","GJABAPEG_03868","FLNDLMAF_03969","GIMAHOAG_03120","GGECDONP_02605","KGBCLIJM_02508","GHDKDIHM_03470","PDDJGGLI_04146","HLFBFLHK_03265","ILNMAOIA_03494","OJHJBKHD_03277","PNDPEECJ_02668","PGKCJFEA_01984","NHHFDHOA_03162","OKIGJMAO_04047"
"dgoT","","D-galactonate transporter",581,581,1,1,1421,NA,NA,"",1292,1292,1292,"JOCLDNKJ_03653","GJABAPEG_04242","FLNDLMAF_04328","GIMAHOAG_04221","GGECDONP_03661","KGBCLIJM_03424","GHDKDIHM_03863","PDDJGGLI_04323","HLFBFLHK_01757","ILNMAOIA_04083","OJHJBKHD_04157","PNDPEECJ_03096","PGKCJFEA_02638","NHHFDHOA_03975","OKIGJMAO_03790"
"dxr","","1-deoxy-D-xylulose 5-phosphate reductoisomerase",581,581,1,1,2369,NA,NA,"",1196,1196,1196,"JOCLDNKJ_04003","GJABAPEG_03585","FLNDLMAF_03228","GIMAHOAG_02534","GGECDONP_04118","KGBCLIJM_03896","GHDKDIHM_04076","PDDJGGLI_03861","HLFBFLHK_02395","ILNMAOIA_04281","OJHJBKHD_04281","PNDPEECJ_02850","PGKCJFEA_02585","NHHFDHOA_04290","OKIGJMAO_03640"
"gltA","","Citrate synthase",581,581,1,1,285,NA,NA,"",1283,1283,1283,"JOCLDNKJ_01777","GJABAPEG_04347","FLNDLMAF_03555","GIMAHOAG_04335","GGECDONP_04430","KGBCLIJM_04260","GHDKDIHM_04301","PDDJGGLI_03925","HLFBFLHK_01579","ILNMAOIA_04488","OJHJBKHD_04345","PNDPEECJ_03821","PGKCJFEA_03464","NHHFDHOA_02611","OKIGJMAO_03847"
"rcsC_1","","Sensor histidine kinase RcsC",581,581,1,1,5247,NA,NA,"",2474,2762,2758,"JOCLDNKJ_01418","GJABAPEG_00269","FLNDLMAF_02427","GIMAHOAG_01436","GGECDONP_01936","KGBCLIJM_01193","GHDKDIHM_01787","PDDJGGLI_02642","HLFBFLHK_00689","ILNMAOIA_02581","OJHJBKHD_01726","PNDPEECJ_01177","PGKCJFEA_02327","NHHFDHOA_01154","OKIGJMAO_02528"
"group_4880","","hypothetical protein",581,581,1,1,4542,NA,NA,"",167,167,167,"JOCLDNKJ_04084","GJABAPEG_03003","FLNDLMAF_01989","GIMAHOAG_02237","GGECDONP_00651","KGBCLIJM_04207","GHDKDIHM_00197","PDDJGGLI_03525","HLFBFLHK_03956","ILNMAOIA_00537","OJHJBKHD_03900","PNDPEECJ_02172","PGKCJFEA_01746","NHHFDHOA_01021","OKIGJMAO_03054"
"baeR","","Transcriptional regulatory protein BaeR",581,581,1,1,5852,NA,NA,"",722,722,722,"JOCLDNKJ_01595","GJABAPEG_02777","FLNDLMAF_02853","GIMAHOAG_02955","GGECDONP_02145","KGBCLIJM_01753","GHDKDIHM_03163","PDDJGGLI_03016","HLFBFLHK_01867","ILNMAOIA_02872","OJHJBKHD_02955","PNDPEECJ_03123","PGKCJFEA_01009","NHHFDHOA_03463","OKIGJMAO_01772"
"accD","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta",581,581,1,1,3924,NA,NA,"",914,914,914,"JOCLDNKJ_00304","GJABAPEG_02472","FLNDLMAF_01563","GIMAHOAG_02395","GGECDONP_00435","KGBCLIJM_03728","GHDKDIHM_02738","PDDJGGLI_02132","HLFBFLHK_02690","ILNMAOIA_00963","OJHJBKHD_00882","PNDPEECJ_01947","PGKCJFEA_03772","NHHFDHOA_01845","OKIGJMAO_00877"
"manA","","Mannose-6-phosphate isomerase",581,581,1,1,5168,NA,NA,"",1175,1175,1175,"JOCLDNKJ_00809","GJABAPEG_00345","FLNDLMAF_01311","GIMAHOAG_03836","GGECDONP_02916","KGBCLIJM_02689","GHDKDIHM_03405","PDDJGGLI_01115","HLFBFLHK_04318","ILNMAOIA_03272","OJHJBKHD_02313","PNDPEECJ_02549","PGKCJFEA_03131","NHHFDHOA_00449","OKIGJMAO_04615"
"group_4884","","hypothetical protein",581,581,1,1,1492,NA,NA,"",500,500,500,"JOCLDNKJ_03079","GJABAPEG_02170","FLNDLMAF_00550","GIMAHOAG_00312","GGECDONP_03266","KGBCLIJM_03107","GHDKDIHM_00898","PDDJGGLI_01829","HLFBFLHK_03581","ILNMAOIA_00360","OJHJBKHD_00460","PNDPEECJ_02608","PGKCJFEA_01342","NHHFDHOA_03752","OKIGJMAO_02352"
"group_4885","","hypothetical protein",581,581,1,1,2225,NA,NA,"",1082,1082,1082,"JOCLDNKJ_02232","GJABAPEG_03932","FLNDLMAF_04033","GIMAHOAG_03184","GGECDONP_04483","KGBCLIJM_02572","GHDKDIHM_04196","PDDJGGLI_04210","HLFBFLHK_02533","ILNMAOIA_03430","OJHJBKHD_03341","PNDPEECJ_03571","PGKCJFEA_03822","NHHFDHOA_03226","OKIGJMAO_03764"
"yfcR_1","","putative fimbrial-like protein YfcR",581,581,1,1,2954,NA,NA,"",500,500,500,"JOCLDNKJ_00815","GJABAPEG_01014","FLNDLMAF_00228","GIMAHOAG_00634","GGECDONP_02908","KGBCLIJM_00244","GHDKDIHM_01451","PDDJGGLI_00268","HLFBFLHK_01247","ILNMAOIA_01479","OJHJBKHD_02305","PNDPEECJ_02343","PGKCJFEA_02444","NHHFDHOA_04513","OKIGJMAO_01823"
"hmuU","","Hemin transport system permease protein HmuU",581,581,1,1,4197,NA,NA,"",1079,1079,1079,"JOCLDNKJ_03729","GJABAPEG_03805","FLNDLMAF_01676","GIMAHOAG_04231","GGECDONP_03903","KGBCLIJM_03485","GHDKDIHM_03990","PDDJGGLI_03214","HLFBFLHK_02027","ILNMAOIA_04250","OJHJBKHD_02732","PNDPEECJ_03307","PGKCJFEA_01575","NHHFDHOA_04193","OKIGJMAO_03284"
"chuR_2","","Anaerobic sulfatase-maturating enzyme",581,581,1,1,25,NA,NA,"",1190,1190,1190,"JOCLDNKJ_04362","GJABAPEG_01840","FLNDLMAF_03717","GIMAHOAG_01019","GGECDONP_04017","KGBCLIJM_01328","GHDKDIHM_00825","PDDJGGLI_00686","HLFBFLHK_03882","ILNMAOIA_02671","OJHJBKHD_04433","PNDPEECJ_04057","PGKCJFEA_03596","NHHFDHOA_00019","OKIGJMAO_01648"
"fabH","","3-oxoacyl-[acyl-carrier-protein] synthase 3",581,581,1,1,5464,NA,NA,"",953,953,953,"JOCLDNKJ_02607","GJABAPEG_00064","FLNDLMAF_02632","GIMAHOAG_01642","GGECDONP_03166","KGBCLIJM_02753","GHDKDIHM_01582","PDDJGGLI_02847","HLFBFLHK_01197","ILNMAOIA_03881","OJHJBKHD_01522","PNDPEECJ_02974","PGKCJFEA_01228","NHHFDHOA_01359","OKIGJMAO_01347"
"katE","","Catalase HPII",581,581,1,1,5328,NA,NA,"",1859,2252,2250,"JOCLDNKJ_01346","GJABAPEG_00196","FLNDLMAF_02500","GIMAHOAG_01510","GGECDONP_02009","KGBCLIJM_01266","GHDKDIHM_01714","PDDJGGLI_02715","HLFBFLHK_00617","ILNMAOIA_02508","OJHJBKHD_01654","PNDPEECJ_01250","PGKCJFEA_02400","NHHFDHOA_01227","OKIGJMAO_01479"
"group_4890","","hypothetical protein",581,581,1,1,2020,NA,NA,"",839,839,839,"JOCLDNKJ_03401","GJABAPEG_01430","FLNDLMAF_02973","GIMAHOAG_03300","GGECDONP_04051","KGBCLIJM_03828","GHDKDIHM_04032","PDDJGGLI_01095","HLFBFLHK_04093","ILNMAOIA_01838","OJHJBKHD_00390","PNDPEECJ_01346","PGKCJFEA_04395","NHHFDHOA_00429","OKIGJMAO_03573"
"argB","","Acetylglutamate kinase",581,581,1,1,2153,NA,NA,"",776,776,776,"JOCLDNKJ_02116","GJABAPEG_03816","FLNDLMAF_03917","GIMAHOAG_03068","GGECDONP_02553","KGBCLIJM_03951","GHDKDIHM_03418","PDDJGGLI_04094","HLFBFLHK_03315","ILNMAOIA_03546","OJHJBKHD_03225","PNDPEECJ_02720","PGKCJFEA_01932","NHHFDHOA_03110","OKIGJMAO_04080"
"pipB2","","Secreted effector protein PipB2",581,581,1,1,3105,NA,NA,"",1052,1052,1052,"JOCLDNKJ_00997","GJABAPEG_00832","FLNDLMAF_00410","GIMAHOAG_00452","GGECDONP_01330","KGBCLIJM_01903","GHDKDIHM_01269","PDDJGGLI_00086","HLFBFLHK_02287","ILNMAOIA_01297","OJHJBKHD_01976","PNDPEECJ_00852","PGKCJFEA_03388","NHHFDHOA_02114","OKIGJMAO_02878"
"ydfZ","","Putative selenoprotein YdfZ",581,581,1,1,5119,NA,NA,"",203,203,203,"JOCLDNKJ_00766","GJABAPEG_00388","FLNDLMAF_01268","GIMAHOAG_03879","GGECDONP_02959","KGBCLIJM_02646","GHDKDIHM_03362","PDDJGGLI_01158","HLFBFLHK_02460","ILNMAOIA_03315","OJHJBKHD_02356","PNDPEECJ_02506","PGKCJFEA_03323","NHHFDHOA_00492","OKIGJMAO_00270"
"tsf","","Elongation factor Ts",581,581,1,1,2372,NA,NA,"",923,923,923,"JOCLDNKJ_04000","GJABAPEG_03582","FLNDLMAF_03231","GIMAHOAG_02537","GGECDONP_04115","KGBCLIJM_03899","GHDKDIHM_04079","PDDJGGLI_03858","HLFBFLHK_02392","ILNMAOIA_04284","OJHJBKHD_04278","PNDPEECJ_02847","PGKCJFEA_02588","NHHFDHOA_04293","OKIGJMAO_03637"
"nanA","","N-acetylneuraminate lyase",581,581,1,1,2557,NA,NA,"",893,893,893,"JOCLDNKJ_02095","GJABAPEG_01402","FLNDLMAF_03748","GIMAHOAG_01352","GGECDONP_04159","KGBCLIJM_02246","GHDKDIHM_02565","PDDJGGLI_00655","HLFBFLHK_01056","ILNMAOIA_02138","OJHJBKHD_03072","PNDPEECJ_01033","PGKCJFEA_00927","NHHFDHOA_03089","OKIGJMAO_02332"
"surA","","Chaperone SurA",581,581,1,1,2509,NA,NA,"",1286,1286,1286,"JOCLDNKJ_01844","GJABAPEG_03450","FLNDLMAF_03363","GIMAHOAG_02669","GGECDONP_02356","KGBCLIJM_03781","GHDKDIHM_02880","PDDJGGLI_03726","HLFBFLHK_04329","ILNMAOIA_03083","OJHJBKHD_03686","PNDPEECJ_01825","PGKCJFEA_04030","NHHFDHOA_02913","OKIGJMAO_02068"
"csqR","","HTH-type transcriptional repressor CsqR",581,581,1,1,2239,NA,NA,"",803,803,803,"JOCLDNKJ_02219","GJABAPEG_03919","FLNDLMAF_04020","GIMAHOAG_03171","GGECDONP_02656","KGBCLIJM_02559","GHDKDIHM_04209","PDDJGGLI_04197","HLFBFLHK_02520","ILNMAOIA_03443","OJHJBKHD_03328","PNDPEECJ_03584","PGKCJFEA_03809","NHHFDHOA_03213","OKIGJMAO_03751"
"assT_2","","Arylsulfate sulfotransferase AssT",581,581,1,1,23,NA,NA,"",1715,1715,1715,"JOCLDNKJ_04360","GJABAPEG_01842","FLNDLMAF_03719","GIMAHOAG_01021","GGECDONP_04019","KGBCLIJM_01326","GHDKDIHM_00827","PDDJGGLI_00684","HLFBFLHK_03884","ILNMAOIA_02669","OJHJBKHD_04431","PNDPEECJ_04055","PGKCJFEA_03594","NHHFDHOA_00017","OKIGJMAO_01650"
"eamB","","Cysteine/O-acetylserine efflux protein",581,581,1,1,4063,NA,NA,"",587,587,587,"JOCLDNKJ_00542","GJABAPEG_02235","FLNDLMAF_01326","GIMAHOAG_04152","GGECDONP_03485","KGBCLIJM_03059","GHDKDIHM_03617","PDDJGGLI_01894","HLFBFLHK_02324","ILNMAOIA_01201","OJHJBKHD_01119","PNDPEECJ_00249","PGKCJFEA_00536","NHHFDHOA_03704","OKIGJMAO_03712"
"cydD","","ATP-binding/permease protein CydD",581,581,1,1,4359,NA,NA,"",1766,1766,1766,"JOCLDNKJ_03459","GJABAPEG_03655","FLNDLMAF_01826","GIMAHOAG_02073","GGECDONP_00814","KGBCLIJM_01582","GHDKDIHM_00034","PDDJGGLI_03364","HLFBFLHK_03933","ILNMAOIA_03776","OJHJBKHD_02582","PNDPEECJ_00744","PGKCJFEA_03910","NHHFDHOA_02712","OKIGJMAO_02172"
"araC","","Arabinose operon regulatory protein",581,581,1,1,2495,NA,NA,"",845,845,845,"JOCLDNKJ_01856","GJABAPEG_03462","FLNDLMAF_03351","GIMAHOAG_02657","GGECDONP_02344","KGBCLIJM_03769","GHDKDIHM_02868","PDDJGGLI_03738","HLFBFLHK_02654","ILNMAOIA_03071","OJHJBKHD_03699","PNDPEECJ_01813","PGKCJFEA_04017","NHHFDHOA_02901","OKIGJMAO_02056"
"group_4902","","hypothetical protein",581,581,1,1,1651,NA,NA,"",539,539,539,"JOCLDNKJ_00231","GJABAPEG_01903","FLNDLMAF_00818","GIMAHOAG_00045","GGECDONP_00233","KGBCLIJM_00551","GHDKDIHM_01165","PDDJGGLI_01561","HLFBFLHK_00230","ILNMAOIA_00092","OJHJBKHD_00727","PNDPEECJ_00498","PGKCJFEA_02503","NHHFDHOA_01455","OKIGJMAO_00690"
"uspA","","Universal stress protein A",581,581,1,1,1756,NA,NA,"",434,434,434,"JOCLDNKJ_00131","GJABAPEG_02003","FLNDLMAF_00718","GIMAHOAG_00145","GGECDONP_00133","KGBCLIJM_00451","GHDKDIHM_01065","PDDJGGLI_01661","HLFBFLHK_00130","ILNMAOIA_00192","OJHJBKHD_00627","PNDPEECJ_00598","PGKCJFEA_02920","NHHFDHOA_01555","OKIGJMAO_00790"
"holB","","DNA polymerase III subunit delta'",581,581,1,1,5456,NA,NA,"",1004,1004,1004,"JOCLDNKJ_02599","GJABAPEG_00072","FLNDLMAF_02624","GIMAHOAG_01634","GGECDONP_03174","KGBCLIJM_02761","GHDKDIHM_01590","PDDJGGLI_02839","HLFBFLHK_01205","ILNMAOIA_03889","OJHJBKHD_01530","PNDPEECJ_02966","PGKCJFEA_01220","NHHFDHOA_01351","OKIGJMAO_01355"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]",581,581,1,1,1875,NA,NA,"",1019,1019,1019,"JOCLDNKJ_00018","GJABAPEG_02114","FLNDLMAF_00606","GIMAHOAG_00256","GGECDONP_00021","KGBCLIJM_00340","GHDKDIHM_00954","PDDJGGLI_01773","HLFBFLHK_00019","ILNMAOIA_00304","OJHJBKHD_00516","PNDPEECJ_02788","PGKCJFEA_01398","NHHFDHOA_01667","OKIGJMAO_02408"
"cutD","","Choline trimethylamine-lyase activating enzyme",581,581,1,1,4275,NA,NA,"",899,899,899,"JOCLDNKJ_04553","GJABAPEG_03730","FLNDLMAF_01751","GIMAHOAG_04589","GGECDONP_00889","KGBCLIJM_04472","GHDKDIHM_04322","PDDJGGLI_03289","HLFBFLHK_04063","ILNMAOIA_03701","OJHJBKHD_02657","PNDPEECJ_00819","PGKCJFEA_00412","NHHFDHOA_04573","OKIGJMAO_02097"
"gbpR_2","","HTH-type transcriptional regulator GbpR",581,581,1,1,5904,NA,NA,"",908,908,908,"JOCLDNKJ_01548","GJABAPEG_02824","FLNDLMAF_02900","GIMAHOAG_03002","GGECDONP_02192","KGBCLIJM_01706","GHDKDIHM_03116","PDDJGGLI_02969","HLFBFLHK_01820","ILNMAOIA_02919","OJHJBKHD_03002","PNDPEECJ_03522","PGKCJFEA_01056","NHHFDHOA_03416","OKIGJMAO_01725"
"narQ","","Nitrate/nitrite sensor protein NarQ",581,581,1,1,4183,NA,NA,"",1700,1700,1700,"JOCLDNKJ_00426","GJABAPEG_02350","FLNDLMAF_01441","GIMAHOAG_03984","GGECDONP_00557","KGBCLIJM_02143","GHDKDIHM_02616","PDDJGGLI_02010","HLFBFLHK_00955","ILNMAOIA_01085","OJHJBKHD_01003","PNDPEECJ_00364","PGKCJFEA_00420","NHHFDHOA_01723","OKIGJMAO_00999"
"lapA","","Lipopolysaccharide assembly protein A",581,581,1,1,4891,NA,NA,"",308,308,308,"JOCLDNKJ_00572","GJABAPEG_00583","FLNDLMAF_01072","GIMAHOAG_01845","GGECDONP_01789","KGBCLIJM_02034","GHDKDIHM_02282","PDDJGGLI_01353","HLFBFLHK_03623","ILNMAOIA_03190","OJHJBKHD_02899","PNDPEECJ_02884","PGKCJFEA_00695","NHHFDHOA_00687","OKIGJMAO_00076"
"group_4910","","hypothetical protein",581,581,1,1,3042,NA,NA,"",485,485,485,"JOCLDNKJ_01049","GJABAPEG_00780","FLNDLMAF_00462","GIMAHOAG_00400","GGECDONP_01382","KGBCLIJM_01956","GHDKDIHM_01217","PDDJGGLI_00034","HLFBFLHK_03508","ILNMAOIA_01245","OJHJBKHD_02028","PNDPEECJ_03414","PGKCJFEA_02877","NHHFDHOA_02166","OKIGJMAO_02930"
"moaD","","Molybdopterin synthase sulfur carrier subunit",581,581,1,1,4232,NA,NA,"",245,245,245,"JOCLDNKJ_03695","GJABAPEG_03771","FLNDLMAF_01710","GIMAHOAG_04265","GGECDONP_03869","KGBCLIJM_03519","GHDKDIHM_03956","PDDJGGLI_03248","HLFBFLHK_01993","ILNMAOIA_04216","OJHJBKHD_02698","PNDPEECJ_03273","PGKCJFEA_01541","NHHFDHOA_04227","OKIGJMAO_03318"
"dadA_1","","D-amino acid dehydrogenase",581,581,1,1,4793,NA,NA,"",1298,1298,1298,"JOCLDNKJ_02472","GJABAPEG_00678","FLNDLMAF_00978","GIMAHOAG_01940","GGECDONP_03958","KGBCLIJM_03675","GHDKDIHM_00437","PDDJGGLI_01448","HLFBFLHK_03069","ILNMAOIA_00833","OJHJBKHD_02804","PNDPEECJ_03361","PGKCJFEA_01856","NHHFDHOA_00782","OKIGJMAO_03261"
"bioD1_2","","ATP-dependent dethiobiotin synthetase BioD 1",581,581,1,1,4225,NA,NA,"",686,686,686,"JOCLDNKJ_03702","GJABAPEG_03778","FLNDLMAF_01703","GIMAHOAG_04258","GGECDONP_03876","KGBCLIJM_03512","GHDKDIHM_03963","PDDJGGLI_03241","HLFBFLHK_02000","ILNMAOIA_04223","OJHJBKHD_02705","PNDPEECJ_03280","PGKCJFEA_01548","NHHFDHOA_04220","OKIGJMAO_03311"
"sodA","","Superoxide dismutase [Mn]",581,581,1,1,2274,NA,NA,"",620,620,620,"JOCLDNKJ_02186","GJABAPEG_03886","FLNDLMAF_03987","GIMAHOAG_03138","GGECDONP_02623","KGBCLIJM_02526","GHDKDIHM_03488","PDDJGGLI_04164","HLFBFLHK_03283","ILNMAOIA_03476","OJHJBKHD_03295","PNDPEECJ_02650","PGKCJFEA_02002","NHHFDHOA_03180","OKIGJMAO_04029"
"group_4915","","hypothetical protein",581,581,1,1,4179,NA,NA,"",200,200,200,"JOCLDNKJ_00430","GJABAPEG_02346","FLNDLMAF_01437","GIMAHOAG_03980","GGECDONP_00561","KGBCLIJM_02139","GHDKDIHM_02612","PDDJGGLI_02006","HLFBFLHK_00951","ILNMAOIA_01089","OJHJBKHD_01007","PNDPEECJ_00360","PGKCJFEA_00424","NHHFDHOA_01719","OKIGJMAO_01003"
"hcaR_2","","Hca operon transcriptional activator HcaR",581,581,1,1,3987,NA,NA,"",884,884,884,"JOCLDNKJ_00366","GJABAPEG_02410","FLNDLMAF_01501","GIMAHOAG_02333","GGECDONP_00497","KGBCLIJM_02203","GHDKDIHM_02676","PDDJGGLI_02070","HLFBFLHK_01015","ILNMAOIA_01025","OJHJBKHD_00943","PNDPEECJ_00424","PGKCJFEA_01448","NHHFDHOA_01783","OKIGJMAO_00939"
"mggB","","Mannosylglucosyl-3-phosphoglycerate phosphatase",581,581,1,1,28,NA,NA,"",1562,1562,1562,"JOCLDNKJ_04365","GJABAPEG_01837","FLNDLMAF_03714","GIMAHOAG_01016","GGECDONP_04014","KGBCLIJM_01331","GHDKDIHM_00822","PDDJGGLI_00689","HLFBFLHK_03879","ILNMAOIA_02674","OJHJBKHD_04436","PNDPEECJ_04060","PGKCJFEA_03599","NHHFDHOA_00022","OKIGJMAO_01645"
"hemA","","Glutamyl-tRNA reductase",581,581,1,1,4822,NA,NA,"",1256,1256,1256,"JOCLDNKJ_02445","GJABAPEG_00651","FLNDLMAF_01005","GIMAHOAG_01913","GGECDONP_01857","KGBCLIJM_02102","GHDKDIHM_02350","PDDJGGLI_01421","HLFBFLHK_04131","ILNMAOIA_03122","OJHJBKHD_02831","PNDPEECJ_03231","PGKCJFEA_01829","NHHFDHOA_00755","OKIGJMAO_00008"
"eutN","","Ethanolamine utilization protein EutN",581,581,1,1,4032,NA,NA,"",287,287,287,"JOCLDNKJ_00411","GJABAPEG_02365","FLNDLMAF_01456","GIMAHOAG_03999","GGECDONP_00542","KGBCLIJM_02158","GHDKDIHM_02631","PDDJGGLI_02025","HLFBFLHK_00970","ILNMAOIA_01070","OJHJBKHD_00988","PNDPEECJ_00379","PGKCJFEA_01493","NHHFDHOA_01738","OKIGJMAO_00984"
"group_4920","","hypothetical protein",581,581,1,1,5170,NA,NA,"",236,236,236,"JOCLDNKJ_00811","GJABAPEG_00343","FLNDLMAF_01313","GIMAHOAG_03834","GGECDONP_02914","KGBCLIJM_02691","GHDKDIHM_03407","PDDJGGLI_01113","HLFBFLHK_04320","ILNMAOIA_03270","OJHJBKHD_02311","PNDPEECJ_02551","PGKCJFEA_03133","NHHFDHOA_00447","OKIGJMAO_04617"
"group_4921","","hypothetical protein",581,581,1,1,2224,NA,NA,"",878,878,878,"JOCLDNKJ_02233","GJABAPEG_03933","FLNDLMAF_04034","GIMAHOAG_03185","GGECDONP_04484","KGBCLIJM_02573","GHDKDIHM_04195","PDDJGGLI_04211","HLFBFLHK_02534","ILNMAOIA_03429","OJHJBKHD_03342","PNDPEECJ_03570","PGKCJFEA_03823","NHHFDHOA_03227","OKIGJMAO_03765"
"group_4922","","hypothetical protein",581,581,1,1,149,NA,NA,"",386,386,386,"JOCLDNKJ_04545","GJABAPEG_03397","FLNDLMAF_02048","GIMAHOAG_03337","GGECDONP_04370","KGBCLIJM_04295","GHDKDIHM_04248","PDDJGGLI_02549","HLFBFLHK_03728","ILNMAOIA_04419","OJHJBKHD_01437","PNDPEECJ_03914","PGKCJFEA_00348","NHHFDHOA_03915","OKIGJMAO_04278"
"metB","","Cystathionine gamma-synthase",581,581,1,1,2181,NA,NA,"",1160,1160,1160,"JOCLDNKJ_02142","GJABAPEG_03842","FLNDLMAF_03943","GIMAHOAG_03094","GGECDONP_02579","KGBCLIJM_03925","GHDKDIHM_03444","PDDJGGLI_04120","HLFBFLHK_03289","ILNMAOIA_03520","OJHJBKHD_03251","PNDPEECJ_02694","PGKCJFEA_01958","NHHFDHOA_03136","OKIGJMAO_04106"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase",581,581,1,1,4176,NA,NA,"",713,713,713,"JOCLDNKJ_00433","GJABAPEG_02343","FLNDLMAF_01434","GIMAHOAG_03977","GGECDONP_00564","KGBCLIJM_02136","GHDKDIHM_02609","PDDJGGLI_02003","HLFBFLHK_00948","ILNMAOIA_01092","OJHJBKHD_01010","PNDPEECJ_00357","PGKCJFEA_00427","NHHFDHOA_01716","OKIGJMAO_01006"
"sifA","","Secreted effector protein SifA",581,581,1,1,5432,NA,NA,"",1010,1010,1010,"JOCLDNKJ_02576","GJABAPEG_00095","FLNDLMAF_02601","GIMAHOAG_01611","GGECDONP_03197","KGBCLIJM_02784","GHDKDIHM_01613","PDDJGGLI_02816","HLFBFLHK_01228","ILNMAOIA_03912","OJHJBKHD_01553","PNDPEECJ_04079","PGKCJFEA_01197","NHHFDHOA_01328","OKIGJMAO_01378"
"bsmA","","Lipoprotein BsmA",581,581,1,1,6025,NA,NA,"",302,302,302,"JOCLDNKJ_02739","GJABAPEG_01588","FLNDLMAF_03131","GIMAHOAG_00767","GGECDONP_02447","KGBCLIJM_01003","GHDKDIHM_00573","PDDJGGLI_00938","HLFBFLHK_00856","ILNMAOIA_01681","OJHJBKHD_00233","PNDPEECJ_02081","PGKCJFEA_02308","NHHFDHOA_00271","OKIGJMAO_01188"
